contact_method,contact_parameter_name,contact_parameter_value,mesh,success,nodes,elements,candidate_facets,active_facets,active_gauss_points,nonlinear_iterations,linear_iterations,max_penetration,minimum_signed_distance,contact_force_norm_n,contact_force_norm_kn,max_normal_multiplier,mean_normal_multiplier,contact_state_relative_update_norm,assembly_time_seconds,solve_time_seconds,total_time_seconds,matrix_nonzeros,min_radial_step,max_radial_step,min_angular_step,max_angular_step,min_outer_arc_step,max_outer_arc_step,min_aspect_ratio,max_aspect_ratio,linear_solver_backend
augmented_lagrangian,augmentation_parameter,100.00000000,contact_focused_heavy,true,120701,120000,286,276,552,65,0,0.00000000,-0.00000000,227.78760663,0.22778761,2.48713859,2.31962210,0.00000004,22.24928900,1738.47592940,1801.63411010,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
