 nodeID, x, y, ux, uy, sx, sy, sxy
1,-125,-216.506,0,0,-0.0898016,-0.309934,0.0316522
2,-124.092,-217.028,0,0,-0.0678086,-0.226278,0.0261022
3,-123.182,-217.546,0,0,-0.0458953,-0.131168,0.0187846
4,-122.27,-218.06,0,0,-0.0410417,-0.109898,0.0163961
5,-121.355,-218.57,0,0,-0.0331601,-0.0943722,0.0154388
6,-120.438,-219.077,0,0,-0.0274477,-0.0841304,0.0149597
7,-119.52,-219.579,0,0,-0.0223747,-0.0761104,0.0147825
8,-118.599,-220.078,0,0,-0.0180261,-0.0697867,0.0147893
9,-117.676,-220.573,0,0,-0.01418,-0.0646052,0.0149246
10,-116.751,-221.064,0,0,-0.0107511,-0.0602847,0.0151519
11,-115.824,-221.551,0,0,-0.00766047,-0.056621,0.0154483
12,-114.895,-222.034,0,0,-0.00485361,-0.0534756,0.015798
13,-113.964,-222.513,0,0,-0.00228745,-0.0507475,0.0161902
14,-113.031,-222.989,0,0,7.17355e-05,-0.0483615,0.0166173
15,-112.096,-223.46,0,0,0.00225122,-0.0462601,0.0170737
16,-111.159,-223.928,0,0,0.00427337,-0.0443985,0.0175553
17,-110.22,-224.392,0,0,0.00615681,-0.0427413,0.0180593
18,-109.279,-224.851,0,0,0.00791726,-0.0412599,0.0185834
19,-108.336,-225.307,0,0,0.00956811,-0.0399311,0.0191262
20,-107.391,-225.759,0,0,0.0111209,-0.0387358,0.0196867
21,-106.445,-226.207,0,0,0.0125856,-0.037658,0.0202641
22,-105.496,-226.651,0,0,0.0139711,-0.0366846,0.0208581
23,-104.546,-227.091,0,0,0.0152849,-0.0358042,0.0214685
24,-103.594,-227.526,0,0,0.0165339,-0.0350074,0.0220955
25,-102.64,-227.958,0,0,0.0177243,-0.0342861,0.0227392
26,-101.684,-228.386,0,0,0.0188614,-0.0336334,0.0234001
27,-100.727,-228.81,0,0,0.0199502,-0.0330434,0.0240787
28,-99.7673,-229.23,0,0,0.020995,-0.032511,0.0247757
29,-98.8062,-229.646,0,0,0.0219999,-0.0320319,0.0254919
30,-97.8434,-230.058,0,0,0.0229685,-0.0316024,0.0262283
31,-96.8789,-230.466,0,0,0.0239041,-0.0312194,0.0269858
32,-95.9127,-230.87,0,0,0.0248096,-0.0308804,0.0277657
33,-94.9448,-231.269,0,0,0.0256877,-0.0305832,0.0285692
34,-93.9752,-231.665,0,0,0.0265409,-0.0303261,0.0293977
35,-93.004,-232.057,0,0,0.0273713,-0.0301079,0.0302527
36,-92.0311,-232.444,0,0,0.0281808,-0.0299276,0.0311359
37,-91.0567,-232.828,0,0,0.028971,-0.0297847,0.032049
38,-90.0806,-233.207,0,0,0.0297435,-0.0296789,0.032994
39,-89.103,-233.582,0,0,0.0304992,-0.0296103,0.0339727
40,-88.1238,-233.953,0,0,0.0312393,-0.0295795,0.0349873
41,-87.143,-234.32,0,0,0.0319642,-0.029587,0.03604
42,-86.1607,-234.683,0,0,0.0326743,-0.0296341,0.0371333
43,-85.1769,-235.042,0,0,0.0333697,-0.029722,0.0382696
44,-84.1917,-235.397,0,0,0.0340503,-0.0298525,0.0394514
45,-83.2049,-235.748,0,0,0.0347153,-0.0300277,0.0406816
46,-82.2167,-236.094,0,0,0.0353639,-0.0302497,0.0419629
47,-81.227,-236.436,0,0,0.035995,-0.0305213,0.0432983
48,-80.2359,-236.775,0,0,0.0366068,-0.0308455,0.0446908
49,-79.2434,-237.109,0,0,0.0371973,-0.0312256,0.0461435
50,-78.2495,-237.438,0,0,0.0377641,-0.0316652,0.0476597
51,-77.2542,-237.764,0,0,0.0383043,-0.0321684,0.0492426
52,-76.2576,-238.086,0,0,0.0388145,-0.0327394,0.0508956
53,-75.2597,-238.403,0,0,0.0392908,-0.033383,0.0526222
54,-74.2604,-238.716,0,0,0.0397289,-0.0341041,0.0544256
55,-73.2598,-239.025,0,0,0.0401238,-0.0349084,0.0563095
56,-72.2579,-239.33,0,0,0.04047,-0.0358014,0.0582771
57,-71.2548,-239.63,0,0,0.0407614,-0.0367894,0.060332
58,-70.2504,-239.927,0,0,0.0409912,-0.0378788,0.0624776
59,-69.2448,-240.219,0,0,0.0411521,-0.0390767,0.0647169
60,-68.238,-240.507,0,0,0.0412359,-0.0403902,0.0670533
61,-67.23,-240.791,0,0,0.0412338,-0.0418269,0.0694898
62,-66.2207,-241.07,0,0,0.0411364,-0.043395,0.0720291
63,-65.2104,-241.345,0,0,0.0409334,-0.0451028,0.0746739
64,-64.1989,-241.616,0,0,0.0406137,-0.0469589,0.0774264
65,-63.1862,-241.883,0,0,0.0401657,-0.0489725,0.0802887
66,-62.1725,-242.146,0,0,0.0395767,-0.051153,0.0832623
67,-61.1576,-242.404,0,0,0.0388334,-0.05351,0.0863484
68,-60.1417,-242.658,0,0,0.0379217,-0.0560536,0.0895476
69,-59.1247,-242.908,0,0,0.0368267,-0.058794,0.0928601
70,-58.1067,-243.153,0,0,0.0355328,-0.0617418,0.0962853
71,-57.0877,-243.395,0,0,0.0340235,-0.0649075,0.099822
72,-56.0677,-243.632,0,0,0.0322818,-0.068302,0.103468
73,-55.0467,-243.864,0,0,0.0302899,-0.0719364,0.10722
74,-54.0247,-244.093,0,0,0.0280296,-0.0758214,0.111075
75,-53.0018,-244.317,0,0,0.0254819,-0.0799681,0.115028
76,-51.9779,-244.537,0,0,0.0226276,-0.0843874,0.119072
77,-50.9532,-244.752,0,0,0.0194471,-0.0890899,0.1232
78,-49.9275,-244.964,0,0,0.0159204,-0.0940861,0.127404
79,-48.901,-245.171,0,0,0.0120275,-0.0993859,0.131674
80,-47.8736,-245.373,0,0,0.0077487,-0.104999,0.135998
81,-46.8453,-245.572,0,0,0.00306415,-0.110935,0.140363
82,-45.8163,-245.766,0,0,-0.00204538,-0.117201,0.144754
83,-44.7864,-245.956,0,0,-0.00759852,-0.123804,0.149156
84,-43.7558,-246.141,0,0,-0.013613,-0.130753,0.153549
85,-42.7244,-246.322,0,0,-0.0201056,-0.138051,0.157914
86,-41.6922,-246.499,0,0,-0.0270915,-0.145703,0.16223
87,-40.6593,-246.671,0,0,-0.0345843,-0.15371,0.166472
88,-39.6257,-246.84,0,0,-0.0425957,-0.162075,0.170616
89,-38.5914,-247.003,0,0,-0.0511348,-0.170795,0.174634
90,-37.5564,-247.163,0,0,-0.0602085,-0.179868,0.178497
91,-36.5208,-247.318,0,0,-0.0698202,-0.189288,0.182175
92,-35.4845,-247.469,0,0,-0.0799704,-0.199048,0.185636
93,-34.4476,-247.615,0,0,-0.0906558,-0.209137,0.188846
94,-33.4101,-247.757,0,0,-0.101869,-0.219543,0.191773
95,-32.372,-247.895,0,0,-0.113598,-0.230249,0.194379
96,-31.3333,-248.029,0,0,-0.125827,-0.241237,0.196629
97,-30.2941,-248.158,0,0,-0.138535,-0.252484,0.198488
98,-29.2544,-248.282,0,0,-0.151694,-0.263967,0.199918
99,-28.2141,-248.403,0,0,-0.165275,-0.275656,0.200885
100,-27.1733,-248.519,0,0,-0.179239,-0.28752,0.201352
101,-26.1321,-248.63,0,0,-0.193544,-0.299524,0.201288
102,-25.0904,-248.738,0,0,-0.208142,-0.311631,0.200659
103,-24.0483,-248.841,0,0,-0.222979,-0.3238,0.199436
104,-23.0058,-248.939,0,0,-0.237998,-0.335987,0.197591
105,-21.9628,-249.033,0,0,-0.253134,-0.348146,0.1951
106,-20.9195,-249.123,0,0,-0.268319,-0.360229,0.191944
107,-19.8758,-249.209,0,0,-0.283481,-0.372184,0.188104
108,-18.8317,-249.29,0,0,-0.298544,-0.383961,0.18357
109,-17.7873,-249.366,0,0,-0.31343,-0.395505,0.178333
110,-16.7426,-249.439,0,0,-0.328055,-0.406763,0.17239
111,-15.6976,-249.507,0,0,-0.342339,-0.41768,0.165745
112,-14.6524,-249.57,0,0,-0.356196,-0.428201,0.158406
113,-13.6068,-249.629,0,0,-0.369543,-0.438273,0.150386
114,-12.5611,-249.684,0,0,-0.382298,-0.447843,0.141704
115,-11.5151,-249.735,0,0,-0.394378,-0.45686,0.132386
116,-10.4689,-249.781,0,0,-0.405706,-0.465274,0.122463
117,-9.42255,-249.822,0,0,-0.416206,-0.47304,0.111969
118,-8.37601,-249.86,0,0,-0.425808,-0.480114,0.100946
119,-7.32933,-249.893,0,0,-0.434445,-0.486455,0.0894388
120,-6.28252,-249.921,0,0,-0.442059,-0.492028,0.0774986
121,-5.2356,-249.945,0,0,-0.448595,-0.4968,0.0651789
122,-4.18859,-249.965,0,0,-0.454007,-0.500743,0.0525375
123,-3.14151,-249.98,0,0,-0.458258,-0.503834,0.0396349
124,-2.09437,-249.991,0,0,-0.461316,-0.506055,0.0265343
125,-1.04719,-249.998,0,0,-0.46316,-0.507393,0.0133006
126,-2.05963e-12,-250,0,0,-0.463776,-0.50784,7.73626e-14
127,1.04719,-249.998,0,0,-0.46316,-0.507393,-0.0133006
128,2.09437,-249.991,0,0,-0.461316,-0.506055,-0.0265343
129,3.14151,-249.98,0,0,-0.458258,-0.503834,-0.0396349
130,4.18859,-249.965,0,0,-0.454007,-0.500743,-0.0525375
131,5.2356,-249.945,0,0,-0.448595,-0.4968,-0.0651789
132,6.28252,-249.921,0,0,-0.442059,-0.492028,-0.0774986
133,7.32933,-249.893,0,0,-0.434445,-0.486455,-0.0894388
134,8.37601,-249.86,0,0,-0.425808,-0.480114,-0.100946
135,9.42255,-249.822,0,0,-0.416206,-0.47304,-0.111969
136,10.4689,-249.781,0,0,-0.405706,-0.465274,-0.122463
137,11.5151,-249.735,0,0,-0.394378,-0.45686,-0.132386
138,12.5611,-249.684,0,0,-0.382298,-0.447843,-0.141704
139,13.6068,-249.629,0,0,-0.369543,-0.438273,-0.150386
140,14.6524,-249.57,0,0,-0.356196,-0.428201,-0.158406
141,15.6976,-249.507,0,0,-0.342339,-0.41768,-0.165745
142,16.7426,-249.439,0,0,-0.328055,-0.406763,-0.17239
143,17.7873,-249.366,0,0,-0.31343,-0.395505,-0.178333
144,18.8317,-249.29,0,0,-0.298544,-0.383961,-0.18357
145,19.8758,-249.209,0,0,-0.283481,-0.372184,-0.188104
146,20.9195,-249.123,0,0,-0.268319,-0.360229,-0.191944
147,21.9628,-249.033,0,0,-0.253134,-0.348146,-0.1951
148,23.0058,-248.939,0,0,-0.237998,-0.335987,-0.197591
149,24.0483,-248.841,0,0,-0.222979,-0.3238,-0.199436
150,25.0904,-248.738,0,0,-0.208142,-0.311631,-0.200659
151,26.1321,-248.63,0,0,-0.193544,-0.299524,-0.201288
152,27.1733,-248.519,0,0,-0.179239,-0.28752,-0.201352
153,28.2141,-248.403,0,0,-0.165275,-0.275656,-0.200885
154,29.2544,-248.282,0,0,-0.151694,-0.263967,-0.199918
155,30.2941,-248.158,0,0,-0.138535,-0.252484,-0.198488
156,31.3333,-248.029,0,0,-0.125827,-0.241237,-0.196629
157,32.372,-247.895,0,0,-0.113598,-0.230249,-0.194379
158,33.4101,-247.757,0,0,-0.101869,-0.219543,-0.191773
159,34.4476,-247.615,0,0,-0.0906558,-0.209137,-0.188846
160,35.4845,-247.469,0,0,-0.0799704,-0.199048,-0.185636
161,36.5208,-247.318,0,0,-0.0698202,-0.189288,-0.182175
162,37.5564,-247.163,0,0,-0.0602085,-0.179868,-0.178497
163,38.5914,-247.003,0,0,-0.0511348,-0.170795,-0.174634
164,39.6257,-246.84,0,0,-0.0425957,-0.162075,-0.170616
165,40.6593,-246.671,0,0,-0.0345843,-0.15371,-0.166472
166,41.6922,-246.499,0,0,-0.0270915,-0.145703,-0.16223
167,42.7244,-246.322,0,0,-0.0201056,-0.138051,-0.157914
168,43.7558,-246.141,0,0,-0.013613,-0.130753,-0.153549
169,44.7864,-245.956,0,0,-0.00759852,-0.123804,-0.149156
170,45.8163,-245.766,0,0,-0.00204538,-0.117201,-0.144754
171,46.8453,-245.572,0,0,0.00306415,-0.110935,-0.140363
172,47.8736,-245.373,0,0,0.0077487,-0.104999,-0.135998
173,48.901,-245.171,0,0,0.0120275,-0.0993859,-0.131674
174,49.9275,-244.964,0,0,0.0159204,-0.0940861,-0.127404
175,50.9532,-244.752,0,0,0.0194471,-0.0890899,-0.1232
176,51.9779,-244.537,0,0,0.0226276,-0.0843874,-0.119072
177,53.0018,-244.317,0,0,0.0254819,-0.0799681,-0.115028
178,54.0247,-244.093,0,0,0.0280296,-0.0758214,-0.111075
179,55.0467,-243.864,0,0,0.0302899,-0.0719364,-0.10722
180,56.0677,-243.632,0,0,0.0322818,-0.068302,-0.103468
181,57.0877,-243.395,0,0,0.0340235,-0.0649075,-0.099822
182,58.1067,-243.153,0,0,0.0355328,-0.0617418,-0.0962853
183,59.1247,-242.908,0,0,0.0368267,-0.058794,-0.0928601
184,60.1417,-242.658,0,0,0.0379217,-0.0560536,-0.0895476
185,61.1576,-242.404,0,0,0.0388334,-0.05351,-0.0863484
186,62.1725,-242.146,0,0,0.0395767,-0.051153,-0.0832623
187,63.1862,-241.883,0,0,0.0401657,-0.0489725,-0.0802887
188,64.1989,-241.616,0,0,0.0406137,-0.0469589,-0.0774264
189,65.2104,-241.345,0,0,0.0409334,-0.0451028,-0.0746739
190,66.2207,-241.07,0,0,0.0411364,-0.043395,-0.0720291
191,67.23,-240.791,0,0,0.0412338,-0.0418269,-0.0694898
192,68.238,-240.507,0,0,0.0412359,-0.0403902,-0.0670533
193,69.2448,-240.219,0,0,0.0411521,-0.0390767,-0.0647169
194,70.2504,-239.927,0,0,0.0409912,-0.0378788,-0.0624776
195,71.2548,-239.63,0,0,0.0407614,-0.0367894,-0.060332
196,72.2579,-239.33,0,0,0.04047,-0.0358014,-0.0582771
197,73.2598,-239.025,0,0,0.0401238,-0.0349084,-0.0563095
198,74.2604,-238.716,0,0,0.0397289,-0.0341041,-0.0544256
199,75.2597,-238.403,0,0,0.0392908,-0.033383,-0.0526222
200,76.2576,-238.086,0,0,0.0388145,-0.0327394,-0.0508956
201,77.2542,-237.764,0,0,0.0383043,-0.0321684,-0.0492426
202,78.2495,-237.438,0,0,0.0377641,-0.0316652,-0.0476597
203,79.2434,-237.109,0,0,0.0371973,-0.0312256,-0.0461435
204,80.2359,-236.775,0,0,0.0366068,-0.0308455,-0.0446908
205,81.227,-236.436,0,0,0.035995,-0.0305213,-0.0432983
206,82.2167,-236.094,0,0,0.0353639,-0.0302497,-0.0419629
207,83.2049,-235.748,0,0,0.0347153,-0.0300277,-0.0406816
208,84.1917,-235.397,0,0,0.0340503,-0.0298525,-0.0394514
209,85.1769,-235.042,0,0,0.0333697,-0.029722,-0.0382696
210,86.1607,-234.683,0,0,0.0326743,-0.0296341,-0.0371333
211,87.143,-234.32,0,0,0.0319642,-0.029587,-0.03604
212,88.1238,-233.953,0,0,0.0312393,-0.0295795,-0.0349873
213,89.103,-233.582,0,0,0.0304992,-0.0296103,-0.0339727
214,90.0806,-233.207,0,0,0.0297435,-0.0296789,-0.032994
215,91.0567,-232.828,0,0,0.028971,-0.0297847,-0.032049
216,92.0311,-232.444,0,0,0.0281808,-0.0299276,-0.0311359
217,93.004,-232.057,0,0,0.0273713,-0.0301079,-0.0302527
218,93.9752,-231.665,0,0,0.0265409,-0.0303261,-0.0293977
219,94.9448,-231.269,0,0,0.0256877,-0.0305832,-0.0285692
220,95.9127,-230.87,0,0,0.0248096,-0.0308804,-0.0277657
221,96.8789,-230.466,0,0,0.0239041,-0.0312194,-0.0269858
222,97.8434,-230.058,0,0,0.0229685,-0.0316024,-0.0262283
223,98.8062,-229.646,0,0,0.0219999,-0.0320319,-0.0254919
224,99.7673,-229.23,0,0,0.020995,-0.032511,-0.0247757
225,100.727,-228.81,0,0,0.0199502,-0.0330434,-0.0240787
226,101.684,-228.386,0,0,0.0188614,-0.0336334,-0.0234001
227,102.64,-227.958,0,0,0.0177243,-0.0342861,-0.0227392
228,103.594,-227.526,0,0,0.0165339,-0.0350074,-0.0220955
229,104.546,-227.091,0,0,0.0152849,-0.0358042,-0.0214685
230,105.496,-226.651,0,0,0.0139711,-0.0366846,-0.0208581
231,106.445,-226.207,0,0,0.0125856,-0.037658,-0.0202641
232,107.391,-225.759,0,0,0.0111209,-0.0387358,-0.0196867
233,108.336,-225.307,0,0,0.00956811,-0.0399311,-0.0191262
234,109.279,-224.851,0,0,0.00791726,-0.0412599,-0.0185834
235,110.22,-224.392,0,0,0.00615681,-0.0427413,-0.0180593
236,111.159,-223.928,0,0,0.00427337,-0.0443985,-0.0175553
237,112.096,-223.46,0,0,0.00225122,-0.0462601,-0.0170737
238,113.031,-222.989,0,0,7.17355e-05,-0.0483615,-0.0166173
239,113.964,-222.513,0,0,-0.00228745,-0.0507475,-0.0161902
240,114.895,-222.034,0,0,-0.00485361,-0.0534756,-0.015798
241,115.824,-221.551,0,0,-0.00766047,-0.056621,-0.0154483
242,116.751,-221.064,0,0,-0.0107511,-0.0602847,-0.0151519
243,117.676,-220.573,0,0,-0.01418,-0.0646052,-0.0149246
244,118.599,-220.078,0,0,-0.0180261,-0.0697867,-0.0147893
245,119.52,-219.579,0,0,-0.0223747,-0.0761104,-0.0147825
246,120.438,-219.077,0,0,-0.0274477,-0.0841304,-0.0149597
247,121.355,-218.57,0,0,-0.0331601,-0.0943722,-0.0154388
248,122.27,-218.06,0,0,-0.0410417,-0.109898,-0.0163961
249,123.182,-217.546,0,0,-0.0458953,-0.131168,-0.0187846
250,124.092,-217.028,0,0,-0.0678086,-0.226278,-0.0261022
251,125,-216.506,0,0,-0.0898016,-0.309934,-0.0316522
252,-125.1,-216.68,-0.00646445,0.00544858,-0.0591177,-0.269825,0.0151484
253,-124.192,-217.202,-0.0024977,0.00178974,-0.0563383,-0.216207,0.0167844
254,-123.281,-217.721,-0.00179698,0.00127928,-0.0482485,-0.141445,0.0175041
255,-122.368,-218.235,-0.0015508,0.00105987,-0.0391109,-0.110928,0.0161099
256,-121.452,-218.746,-0.00141862,0.00094748,-0.0322496,-0.0954068,0.0153702
257,-120.535,-219.253,-0.0013419,0.000872973,-0.0266225,-0.0847021,0.0149966
258,-119.616,-219.756,-0.00129584,0.000822725,-0.0217856,-0.0765887,0.0148688
259,-118.694,-220.255,-0.00126956,0.000787096,-0.0175644,-0.0701611,0.0149039
260,-117.771,-220.75,-0.00125659,0.000761494,-0.0138238,-0.0649168,0.0150549
261,-116.845,-221.241,-0.00125306,0.000742902,-0.0104728,-0.0605461,0.0152909
262,-115.917,-221.729,-0.00125644,0.000729416,-0.00744401,-0.0568436,0.0155917
263,-114.987,-222.212,-0.00126504,0.000719734,-0.00468656,-0.0536668,0.0159431
264,-114.055,-222.692,-0.00127765,0.000712946,-0.00216083,-0.0509127,0.0163355
265,-113.122,-223.168,-0.00129343,0.000708396,0.000164761,-0.0485049,0.0167615
266,-112.186,-223.64,-0.00131177,0.000705604,0.00231588,-0.0463848,0.0172163
267,-111.248,-224.108,-0.00133222,0.00070421,0.00431376,-0.0445071,0.0176959
268,-110.308,-224.572,-0.00135444,0.000703941,0.00617615,-0.0428358,0.0181976
269,-109.367,-225.032,-0.00137819,0.000704587,0.00791811,-0.041342,0.0187194
270,-108.423,-225.488,-0.00140326,0.000705986,0.00955254,-0.040002,0.0192599
271,-107.478,-225.94,-0.00142953,0.000708012,0.0110906,-0.0387967,0.0198181
272,-106.53,-226.388,-0.0014569,0.000710565,0.0125419,-0.03771,0.0203934
273,-105.581,-226.833,-0.00148529,0.000713568,0.0139149,-0.0367283,0.0209854
274,-104.63,-227.273,-0.00151465,0.000716958,0.0152173,-0.0358404,0.0215939
275,-103.677,-227.709,-0.00154497,0.000720689,0.0164555,-0.0350366,0.0222192
276,-102.722,-228.142,-0.00157622,0.000724723,0.0176357,-0.0343088,0.0228614
277,-101.766,-228.57,-0.00160841,0.000729032,0.018763,-0.03365,0.023521
278,-100.808,-228.994,-0.00164155,0.000733594,0.0198423,-0.0330542,0.0241985
279,-99.8474,-229.414,-0.00167566,0.000738395,0.0208778,-0.0325163,0.0248946
280,-98.8856,-229.831,-0.00171078,0.000743424,0.0218735,-0.032032,0.02561
281,-97.922,-230.243,-0.00174694,0.000748676,0.022833,-0.0315975,0.0263458
282,-96.9567,-230.651,-0.0017842,0.000754149,0.0237594,-0.0312096,0.027103
283,-95.9897,-231.055,-0.00182261,0.000759844,0.0246556,-0.0308658,0.0278827
284,-95.021,-231.455,-0.00186224,0.000765766,0.0255244,-0.0305639,0.0286862
285,-94.0507,-231.851,-0.00190316,0.000771921,0.0263679,-0.0303022,0.0295149
286,-93.0787,-232.243,-0.00194544,0.000778318,0.0271883,-0.0300793,0.0303703
287,-92.1051,-232.631,-0.00198917,0.000784968,0.0279875,-0.0298943,0.031254
288,-91.1298,-233.015,-0.00203444,0.000791884,0.0287671,-0.0297466,0.0321679
289,-90.153,-233.394,-0.00208135,0.000799081,0.0295284,-0.0296359,0.0331136
290,-89.1745,-233.77,-0.00213,0.000806572,0.0302725,-0.0295624,0.0340933
291,-88.1945,-234.141,-0.0021805,0.000814377,0.0310003,-0.0295264,0.035109
292,-87.213,-234.509,-0.00223297,0.00082251,0.0317123,-0.0295286,0.036163
293,-86.2299,-234.872,-0.00228753,0.000830993,0.0324089,-0.0295702,0.0372576
294,-85.2454,-235.231,-0.00234431,0.000839842,0.0330901,-0.0296524,0.0383953
295,-84.2593,-235.586,-0.00240344,0.000849078,0.0337556,-0.0297768,0.0395786
296,-83.2717,-235.937,-0.00246506,0.000858721,0.0344048,-0.0299456,0.0408102
297,-82.2827,-236.284,-0.00252932,0.000868789,0.0350368,-0.030161,0.0420929
298,-81.2922,-236.626,-0.00259637,0.000879303,0.0356502,-0.0304256,0.0434297
299,-80.3003,-236.965,-0.00266635,0.000890282,0.0362434,-0.0307424,0.0448236
300,-79.3071,-237.299,-0.00273943,0.000901744,0.0368144,-0.0311147,0.0462776
301,-78.3124,-237.629,-0.00281576,0.000913707,0.0373606,-0.0315461,0.0477948
302,-77.3163,-237.955,-0.00289552,0.000926188,0.0378792,-0.0320405,0.0493787
303,-76.3189,-238.277,-0.00297886,0.000939203,0.0383666,-0.0326024,0.0510324
304,-75.3201,-238.594,-0.00306595,0.000952764,0.0388191,-0.0332363,0.0527593
305,-74.32,-238.908,-0.00315696,0.000966886,0.0392322,-0.0339473,0.0545628
306,-73.3187,-239.217,-0.00325206,0.000981578,0.039601,-0.0347408,0.0564463
307,-72.316,-239.522,-0.00335142,0.000996849,0.03992,-0.0356225,0.0584131
308,-71.312,-239.823,-0.00345519,0.0010127,0.0401829,-0.0365986,0.0604666
309,-70.3069,-240.12,-0.00356354,0.00102914,0.0403832,-0.0376757,0.0626101
310,-69.3004,-240.412,-0.00367661,0.00104617,0.0405134,-0.0388605,0.0648468
311,-68.2928,-240.7,-0.00379456,0.00106378,0.0405654,-0.0401604,0.0671797
312,-67.284,-240.984,-0.00391752,0.00108197,0.0405305,-0.0415831,0.0696119
313,-66.2739,-241.264,-0.00404563,0.00110072,0.0403992,-0.0431364,0.0721459
314,-65.2628,-241.539,-0.00417898,0.00112001,0.0401614,-0.0448289,0.0747844
315,-64.2504,-241.811,-0.00431769,0.00113984,0.0398062,-0.0466692,0.0775295
316,-63.237,-242.078,-0.00446182,0.00116017,0.0393218,-0.0486665,0.0803832
317,-62.2224,-242.34,-0.00461145,0.00118098,0.0386957,-0.0508302,0.0833468
318,-61.2068,-242.599,-0.00476661,0.00120222,0.0379149,-0.05317,0.0864215
319,-60.19,-242.853,-0.00492731,0.00122386,0.0369654,-0.055696,0.0896079
320,-59.1722,-243.103,-0.00509352,0.00124585,0.0358323,-0.0584185,0.0929058
321,-58.1534,-243.349,-0.00526521,0.00126814,0.0345003,-0.061348,0.0963147
322,-57.1336,-243.59,-0.00544228,0.00129067,0.0329532,-0.0644954,0.0998333
323,-56.1127,-243.827,-0.0056246,0.00131337,0.0311741,-0.0678716,0.103459
324,-55.0909,-244.06,-0.00581201,0.00133617,0.0291457,-0.0714875,0.10719
325,-54.0681,-244.289,-0.00600427,0.00135899,0.0268498,-0.0753543,0.11102
326,-53.0443,-244.513,-0.00620112,0.00138175,0.024268,-0.079483,0.114947
327,-52.0197,-244.733,-0.00640222,0.00140436,0.0213813,-0.0838847,0.118962
328,-50.9941,-244.949,-0.00660719,0.00142672,0.0181705,-0.0885702,0.123059
329,-49.9676,-245.161,-0.00681557,0.00144872,0.014616,-0.0935501,0.12723
330,-48.9402,-245.368,-0.00702684,0.00147026,0.0106984,-0.0988345,0.131464
331,-47.912,-245.571,-0.00724039,0.00149121,0.00639815,-0.104433,0.135749
332,-46.883,-245.769,-0.00745556,0.00151147,0.00169615,-0.110356,0.140073
333,-45.8531,-245.963,-0.00767158,0.00153091,-0.00342638,-0.11661,0.144422
334,-44.8224,-246.153,-0.00788762,0.00154939,-0.00898756,-0.123205,0.148777
335,-43.7909,-246.339,-0.00810276,0.0015668,-0.0150046,-0.130145,0.153123
336,-42.7587,-246.52,-0.00831599,0.00158299,-0.0214936,-0.137438,0.157438
337,-41.7257,-246.697,-0.0085262,0.00159785,-0.0284693,-0.145086,0.161702
338,-40.6919,-246.87,-0.00873222,0.00161123,-0.0359446,-0.153094,0.16589
339,-39.6575,-247.038,-0.00893277,0.00162301,-0.0439307,-0.161461,0.169977
340,-38.6224,-247.202,-0.00912648,0.00163306,-0.0524363,-0.170187,0.173938
341,-37.5866,-247.361,-0.00931193,0.00164127,-0.0614675,-0.179269,0.177743
342,-36.5501,-247.517,-0.0094876,0.00164753,-0.0710274,-0.188702,0.181361
343,-35.513,-247.668,-0.0096519,0.00165173,-0.0811159,-0.198478,0.184763
344,-34.4752,-247.814,-0.00980318,0.00165378,-0.0917293,-0.208589,0.187913
345,-33.4369,-247.956,-0.00993975,0.0016536,-0.10286,-0.219019,0.19078
346,-32.398,-248.094,-0.0100599,0.00165113,-0.114496,-0.229755,0.193327
347,-31.3585,-248.228,-0.0101618,0.00164632,-0.12662,-0.240777,0.195521
348,-30.3184,-248.357,-0.0102437,0.00163915,-0.139212,-0.252063,0.197324
349,-29.2779,-248.482,-0.0103038,0.00162961,-0.152245,-0.263589,0.198701
350,-28.2368,-248.602,-0.0103404,0.00161771,-0.165688,-0.275325,0.199618
351,-27.1952,-248.718,-0.0103518,0.00160349,-0.179504,-0.287242,0.20004
352,-26.1531,-248.83,-0.0103363,0.00158702,-0.193651,-0.299302,0.199934
353,-25.1106,-248.938,-0.0102924,0.00156837,-0.20808,-0.31147,0.199268
354,-24.0676,-249.041,-0.0102187,0.00154767,-0.222741,-0.323703,0.198014
355,-23.0242,-249.139,-0.0101138,0.00152505,-0.237574,-0.335958,0.196144
356,-21.9804,-249.233,-0.0099766,0.00150067,-0.252518,-0.348189,0.193636
357,-20.9363,-249.323,-0.00980608,0.00147474,-0.267504,-0.360345,0.190469
358,-19.8917,-249.409,-0.00960147,0.00144746,-0.282463,-0.372378,0.186627
359,-18.8468,-249.49,-0.00936221,0.00141907,-0.297319,-0.384232,0.182098
360,-17.8016,-249.567,-0.00908796,0.00138983,-0.311995,-0.395856,0.176875
361,-16.7561,-249.639,-0.00877863,0.00136,-0.326412,-0.407194,0.170956
362,-15.7102,-249.707,-0.00843439,0.00132989,-0.340487,-0.418191,0.164343
363,-14.6641,-249.771,-0.00805569,0.00129978,-0.354139,-0.428791,0.157044
364,-13.6178,-249.83,-0.00764323,0.00126998,-0.367286,-0.43894,0.149075
365,-12.5712,-249.885,-0.00719799,0.00124082,-0.379846,-0.448586,0.140453
366,-11.5243,-249.935,-0.00672125,0.00121259,-0.391741,-0.457675,0.131203
367,-10.4773,-249.981,-0.00621453,0.0011856,-0.402892,-0.466158,0.121356
368,-9.43011,-250.023,-0.00567961,0.00116015,-0.413227,-0.473989,0.110948
369,-8.38274,-250.06,-0.00511853,0.00113653,-0.422676,-0.481122,0.100017
