contact_method,contact_parameter_name,contact_parameter_value,mesh,success,nodes,elements,candidate_facets,active_facets,active_gauss_points,nonlinear_iterations,linear_iterations,max_penetration,minimum_signed_distance,contact_force_norm_n,contact_force_norm_kn,max_normal_multiplier,mean_normal_multiplier,contact_state_relative_update_norm,assembly_time_seconds,solve_time_seconds,total_time_seconds,matrix_nonzeros,min_radial_step,max_radial_step,min_angular_step,max_angular_step,min_outer_arc_step,max_outer_arc_step,min_aspect_ratio,max_aspect_ratio,linear_solver_backend
augmented_lagrangian,augmentation_parameter,500.00000000,contact_focused_medium,false,25521,25200,120,92,236,80,2000,4.38278733,inf,330425.09581451,330.42509581,2196.38331033,546.07275924,1.00311286,1.68153520,275.66301640,0.00000000,907246,0.18757871,0.65466829,0.00094256,0.01009422,0.27589554,3.03429407,1.50698671,16.13893060,PardisoLDLT
