case_name,contact_method,contact_parameter_name,contact_parameter_value,mesh_label,group_label,contact_patch_length,max_average_pressure_mpa,mean_active_pressure_mpa,total_normal_force_kn,center_of_pressure_arc
no_contact_surrogate,none,surrogate_parabolic_pressure,3.0625386891856405,контактно-ориентированная грубая,Бесконтактная суррогатная задача / контактно-ориентированная грубая,0.0,0.0,0.0,0.0,471.23889803846896
