radius_мм,relative_angle_deg,sigma_rr_mpa,sigma_tt_mpa,radial_displacement_мм
249.99999999999997,-4.579998741307465e-13,-2.454126543578128,0.2510451382434909,9.999999999999938
250.88872031073345,-4.579998741307465e-13,-2.4536243592220948,0.2540472879516856,9.844760680092651
251.77643216139188,-4.579998741307465e-13,-2.452623700477237,0.2595235872451115,9.689433258198456
252.6621386149968,-4.579998741307465e-13,-2.4516407227246573,0.2639627873565601,9.534249072807476
253.54486449320447,-4.579998741307465e-13,-2.450694290003324,0.26740332395047417,9.37943281098781
254.42366829287116,-4.579998741307465e-13,-2.4498003144973977,0.26988449847019813,9.22520019215841
255.29764999015308,-4.579998741307465e-13,-2.44897218820419,0.27144590991998296,9.071756424978082
256.16595965300536,-4.579998741307465e-13,-2.448220709652851,0.2721273443177258,8.91929457872786
257.0278054380143,-4.579998741307465e-13,-2.4475543221153604,0.27196844281848465,8.767994123841909
257.8824563132769,-4.579998741307465e-13,-2.4469793669523456,0.27100840102215396,8.618020437872728
258.7292477869787,-4.579998741307465e-13,-2.446500056181684,0.26928592733817014,8.469523842464541
259.5675837538663,-4.579998741307465e-13,-2.446118885639271,0.2668388468082992,8.322639360083535
260.3969365231511,-4.579998741307465e-13,-2.4458366105473033,0.2637041828424243,8.177486818486209
261.21684779907406,-4.579998741307465e-13,-2.445652595515178,0.25991787152178253,8.03417082840884
262.02692506129307,-4.0711099922733015e-13,-2.4455651726445256,0.25551448088736994,7.892781580287498
262.82684275857144,-4.0711099922733015e-13,-2.4455714029031266,0.2505275510571383,7.753394821065756
263.6163332611696,-4.0711099922733015e-13,-2.445667423678053,0.24498938959193656,7.616073630071526
264.3951909570323,-4.0711099922733015e-13,-2.445848989118344,0.2389306859450783,7.480867900525867
265.1632612883274,-4.0711099922733015e-13,-2.4461113066015074,0.23238078461951772,7.347816447086184
265.9204391907733,-4.0711099922733015e-13,-2.4464490385239666,0.2253678067450094,7.216947477796558
266.6666650092832,-4.0711099922733015e-13,-2.446856517519066,0.2179185947178948,7.088279497379309
267.40192006358205,-4.0711099922733015e-13,-2.447328112596381,0.2100584924581872,6.961822260211063
