contour,relative_angle_deg,radius_ед. длины,sigma_rr_mpa,sigma_tt_mpa,tau_rt_mpa
outer,5.159156207482905,300.0,-2.167602622222817e-06,-6.533600679631155e-07,1.9323107572111253e-07
outer,5.68927048549403,299.99999999999994,-2.0970175148384777e-06,-6.484105012981501e-07,2.0735467677990827e-07
outer,6.249230768658672,300.0,-2.014067540604746e-06,-6.412952920466914e-07,2.198013199587181e-07
outer,6.8222228327239876,299.99999999999994,-1.9199704850224737e-06,-6.311425364603589e-07,2.2952582213400707e-07
outer,7.399837722551786,299.99999999999994,-1.815155802817531e-06,-6.170272895239896e-07,2.360202885176698e-07
outer,7.978857204850974,300.00000000000006,-1.6990597919420771e-06,-5.981149983000161e-07,2.389211660652977e-07
outer,8.5582518882757,299.99999999999994,-1.5695095670087846e-06,-5.734229460107405e-07,2.383150319902366e-07
outer,9.137735964422616,299.99999999999994,-1.4198216341673069e-06,-5.413906055281478e-07,2.3254010105125615e-07
outer,9.717239081815931,300.0,-1.208292298040359e-06,-4.803465821105706e-07,2.331972416586251e-07
outer,10.296745831010137,300.0,-7.938332066527306e-07,-3.3853762601726595e-07,1.980139858830768e-07
outer,10.87625320028055,300.00000000000006,-2.8900795805169275e-07,-9.468658676465129e-08,9.276600051982699e-08
outer,11.455760664673363,300.0,-4.7409574297758824e-08,1.749335694218773e-07,1.80905636869455e-08
outer,12.035268142153116,300.0,-3.1552342532736694e-08,3.4520552440595385e-07,7.23452526567199e-09
outer,12.614775621247572,300.0,-3.619584140752397e-08,4.151947074084599e-07,4.8574476941752875e-09
outer,13.194283100520549,300.00000000000006,-3.521456971882107e-08,4.4742527713642434e-07,2.8499647471552785e-09
outer,13.773790579811234,300.0,-3.3311755780484783e-08,4.5371901103066717e-07,1.635414103745153e-09
outer,14.353298059103494,300.00000000000006,-3.0306228199386315e-08,4.4419790638958306e-07,7.886821229194373e-10
outer,14.932805538396012,300.0,-2.689327079614444e-08,4.2473882401906915e-07,2.2426162392481796e-10
outer,15.512313017688477,300.0,-2.3389608949865378e-08,3.9942997337757524e-07,-1.4991879167058908e-10
outer,16.09182049698089,300.0,-2.003858810866494e-08,3.709890641791106e-07,-3.893476512934063e-10
outer,16.671327976273357,300.0,-1.697605487252971e-08,3.4123257181612683e-07,-5.35744709104849e-10
outer,17.250835455565824,300.0,-1.4269608609382214e-08,3.1134200316259215e-07,-6.186486039714278e-10
outer,17.83034293485829,300.00000000000006,-1.1936509342985902e-08,2.820633101742576e-07,-6.591732124855559e-10
outer,18.409850414150753,300.0,-9.961769879307789e-09,2.538467889956246e-07,-6.720288367586813e-10
outer,18.98935789344322,300.0,-8.311575426387836e-09,2.269474334015789e-07,-6.672276101615526e-10
outer,19.568865372735686,300.0,-6.943410878186833e-09,2.0149535460940217e-07,-6.513765232171731e-10
outer,20.148372852028153,300.0,-5.813035300654988e-09,1.7754431131412654e-07,-6.286859727158769e-10
outer,20.727880331320616,300.0,-4.878876773544881e-09,1.5510431684789689e-07,-6.017295219383767e-10
outer,21.307387810613083,300.0,-4.104404032239002e-09,1.341629992379613e-07,-5.71997913481538e-10
outer,21.886895289905496,300.0,-3.459040419499494e-09,1.1469927307424274e-07,-5.402853865781737e-10
outer,22.466402769197963,299.99999999999994,-2.9181242383077983e-09,9.669196111848466e-08,-5.069455957100177e-10
outer,23.04591024849043,300.0,-2.4623297163766446e-09,8.012523595757031e-08,-4.720513295163528e-10
outer,23.625417727782896,299.99999999999994,-2.076857830726371e-09,6.499213479873101e-08,-4.3548757609642926e-10
outer,24.20492520707536,299.99999999999994,-1.7506027099578099e-09,5.129692287332527e-08,-3.9700149155486897e-10
outer,24.784432686367825,299.99999999999994,-1.4754050544849746e-09,3.905672586940469e-08,-3.562263082315213e-10
outer,25.363940165660292,299.99999999999994,-1.2454172809332302e-09,2.830258526738978e-08,-3.1268999183120106e-10
outer,25.94344764495276,299.99999999999994,-1.0565003901277158e-09,1.90798479895065e-08,-2.658156305805079e-10
outer,26.52295512424522,299.99999999999994,-9.053827695678315e-10,1.1447433026523277e-08,-2.1492378800753477e-10
outer,27.10246260353764,299.99999999999994,-7.877337650319259e-10,5.474743446955015e-09,-1.5926863380381016e-10
outer,27.6819700828301,300.0,-6.930787125075e-10,1.2326058180170528e-09,-9.829659833148406e-11
outer,28.26147756212257,300.0,-5.884657739550026e-10,-1.229501616628001e-09,-3.23069555455882e-11
outer,28.840985041415035,300.0,-3.844438574228498e-10,-1.9523215854088746e-09,3.264271590746936e-11
outer,29.4204925207075,300.0,1.4959061470029413e-10,-1.2261466752233224e-09,8.300172382911445e-11
outer,29.999999999999964,300.0,5.418826161315664e-10,-5.60520862705621e-10,9.852360703539601e-11
