contour,relative_angle_deg,radius_ед. длины,sigma_rr_mpa,sigma_tt_mpa,tau_rt_mpa
mid,-10.31850766182401,274.94500621918854,-1.0814485598636613e-06,-7.041798375826743e-08,-3.747017882364004e-07
mid,-10.023587756138452,274.94500621918854,-1.149087550888408e-06,-6.008637840840696e-08,-3.784569179441969e-07
mid,-9.729962429756048,274.94500621918854,-1.216394957051298e-06,-4.97211233135389e-08,-3.805359769884875e-07
mid,-9.43746676162695,274.9450062191885,-1.2831549751636585e-06,-3.941909172197935e-08,-3.8099670890067015e-07
mid,-9.145914029423812,274.94500621918854,-1.3491599376273789e-06,-2.92673264515775e-08,-3.7990478850840703e-07
mid,-8.855189611109683,274.94500621918854,-1.4142092939401728e-06,-1.9344368165201686e-08,-3.7733503005411983e-07
mid,-8.56519295935325,274.94500621918843,-1.4781101606848008e-06,-9.71926840040104e-09,-3.733699300846675e-07
mid,-8.275835748012762,274.9450062191885,-1.5406829581835765e-06,-4.510691287019919e-10,-3.680986152168015e-07
mid,-7.987040736369411,274.94500621918854,-1.6017623909410924e-06,8.411263713247339e-09,-3.6161554216417034e-07
mid,-7.698742688061244,274.9450062191885,-1.6611973779986273e-06,1.6828675782576996e-08,-3.540191885052784e-07
mid,-7.4109082279336365,274.9450062191885,-1.718852259139124e-06,2.47717520193473e-08,-3.4541124743413206e-07
