radius_ед. длины,relative_angle_deg,sigma_rr_mpa,sigma_tt_mpa,radial_displacement_ед. длины
291.7949299937644,-2.0355549961366507e-13,-2.474799623101802e-06,-3.403974802629568e-07,3.0887146047845837
291.79492999376447,-0.15405187677806773,-2.474509670460768e-06,-3.403949278555357e-07,3.0691650816798246
291.79492999376447,0.15405187677771148,-2.4745096704605343e-06,-3.4039492785576297e-07,3.110563026387333
292.03244053132346,-2.0355549961366507e-13,-2.475101343737748e-06,-3.4834867668092484e-07,3.0554174258266342
292.0324405313235,-0.15149397734599795,-2.4748208139486523e-06,-3.483466905239511e-07,3.036178034207146
292.0324405313235,0.15149397734564174,-2.4748208139475665e-06,-3.48346690523595e-07,3.076888603125283
292.26824917602397,0.1489328674127214,-2.4751305244389164e-06,-3.562842604513219e-07,3.043560461692869
292.26824917602397,-2.0355549961366507e-13,-2.475401785943762e-06,-3.5628569344142054e-07,3.022466681981892
292.268249176024,-0.14893286741307762,-2.4751305244408154e-06,-3.5628426045227357e-07,3.003538131392581
292.5023855688098,0.14636862622519295,-2.4754389165264833e-06,-3.6420728124387877e-07,3.010572754547691
292.5023855688098,-2.0355549961366507e-13,-2.4757010632779437e-06,-3.6420817670196617e-07,2.989856501667764
292.50238556880987,-0.1463686262255492,-2.4754389165283438e-06,-3.6420728124472183e-07,2.971239504397071
292.7348695844587,-2.0355549961366507e-13,-2.4759992898776383e-06,-3.7211576058925107e-07,2.9575824062386875
292.73486958445875,0.14380142998507328,-2.4757461052849683e-06,-3.721153847138954e-07,2.9779210410767463
292.73486958445875,-0.14380142998542952,-2.475746105286711e-06,-3.7211538471453196e-07,2.939277665256358
292.9657343476743,-2.0355549961366507e-13,-2.4762965763450886e-06,-3.800081177104402e-07,2.9256381087649865
292.96573434767436,0.14123129903717482,-2.476052202232993e-06,-3.800082413155504e-07,2.945599049184657
292.96573434767436,-0.14123129903753104,-2.476052202234003e-06,-3.8000824131543994e-07,2.907646336406715
293.19499694076836,-1.526666247102488e-13,-2.4765930301787846e-06,-3.878849113620993e-07,2.8940195779842695
293.1949969407684,0.13865842199994194,-2.4763573156473153e-06,-3.8788551243541426e-07,2.913602786928435
293.1949969407684,-0.13865842200029815,-2.4763573156477616e-06,-3.8788551243480413e-07,2.876341475217208
293.4226882930596,-1.526666247102488e-13,-2.476888760266382e-06,-3.957458690456249e-07,2.862720900437968
293.42268829305965,0.13608282355870271,-2.4766615552020423e-06,-3.957469238542146e-07,2.881926355843494
293.42268829305965,-0.13608282355905896,-2.4766615552038274e-06,-3.9574692385489764e-07,2.8453571765884806
293.64883120847963,-1.526666247102488e-13,-2.4771838656857274e-06,-4.035906959427861e-07,2.8317373178671743
293.64883120847963,0.1335046098102985,-2.4769650205854128e-06,-4.035921792229612e-07,2.8505650243991463
293.6488312084797,-0.1335046098106547,-2.476965020587949e-06,-4.0359217922439183e-07,2.814688680477611
