contour,relative_angle_deg,radius_мм,sigma_rr_mpa,sigma_tt_mpa,tau_rt_mpa
inner,-30.000000000000068,249.99999999999994,0.3078507693001783,0.19191877860867135,0.14544663314794623
inner,-29.812500000000043,249.99999999999997,0.2370528905851974,0.16506185110553862,0.1220381641070034
inner,-29.625000000000014,249.99999999999994,0.14766033779343862,0.13275137880088905,0.08733633109881
inner,-29.43750000000009,249.99999999999997,0.11949190108134468,0.12162241486309884,0.06951344415938825
inner,-29.250000000000064,249.99999999999994,0.10299700584296838,0.11265195078111663,0.059284931971988614
inner,-29.062500000000036,249.99999999999997,0.0920236305264917,0.10555190226807562,0.05238128924584043
inner,-28.875000000000114,249.99999999999997,0.08379112847272274,0.09957788469845093,0.04723336292124565
inner,-28.687500000000085,249.99999999999994,0.07723501964448579,0.09443558669332916,0.04313809790125929
inner,-28.50000000000006,249.99999999999997,0.07178442810086831,0.08990240207518814,0.03974287871803264
inner,-28.312500000000135,249.99999999999997,0.06711750279127834,0.08582888575342325,0.03684576503633948
inner,-28.125000000000107,249.99999999999997,0.063031643790774,0.08210693502684019,0.03432033830411862
inner,-27.93750000000008,249.99999999999994,0.05939172690469395,0.07865796457941765,0.032081762698424
inner,-27.750000000000156,249.99999999999997,0.05610247851144606,0.07542365210102626,0.03007014260144559
inner,-27.56250000000013,249.99999999999997,0.05309380649662938,0.07236013251221195,0.028241444576483105
inner,-27.375000000000206,249.99999999999994,0.05031221050420007,0.06943396701510274,0.026562206194655363
inner,-27.187500000000178,249.99999999999994,0.04771555280869724,0.06661937022153572,0.025006271073554326
inner,-27.000000000000153,249.99999999999994,0.04526971511416432,0.06389625432349175,0.02355268730043967
inner,-26.812500000000227,249.99999999999997,0.0429463840243742,0.06124883265746181,0.02218430590813785
inner,-26.625000000000203,249.99999999999994,0.04072153519356196,0.058664607646721864,0.020886818147332308
inner,-26.437500000000174,249.99999999999994,0.038574366402770704,0.05613362807450065,0.019648076919745364
inner,-26.25000000000025,249.99999999999994,0.036486527642318085,0.05364793758490214,0.018457607547125075
inner,-26.062500000000224,249.99999999999994,0.03444155299951425,0.051201160880372285,0.017306247864034643
inner,-25.875000000000195,249.99999999999997,0.03242443289408413,0.048788190335034634,0.016185878631190056
inner,-25.687500000000274,249.99999999999994,0.03042128598683947,0.046404946718501684,0.015089218308278
inner,-25.500000000000245,249.99999999999994,0.028419103209650045,0.04404819520889858,0.01400966453613732
inner,-25.31250000000022,249.99999999999997,0.026405544887731777,0.04171540308172233,0.012941170095879419
inner,-25.125000000000295,249.99999999999994,0.024368777563748265,0.03940462910803913,0.011878144718425496
inner,-24.937500000000266,250.0,0.022297340954679057,0.03711443730047485,0.010815376561143812
inner,-24.75000000000024,249.99999999999994,0.020180038080691978,0.03484382949304195,0.009747968857044983
inner,-24.562500000000316,249.99999999999997,0.018005843458979036,0.03259219261619028,0.008671288421234425
inner,-24.37500000000029,249.99999999999994,0.015763825547578582,0.030359257509927125,0.007580923541756438
inner,-24.187500000000263,249.99999999999997,0.013443080572994077,0.028145066856895697,0.006472649389768178
inner,-24.000000000000288,249.99999999999997,0.011032675566253227,0.025949950375045393,0.005342399524552621
inner,-23.812500000000263,249.99999999999997,0.008521598933558881,0.023774505809389487,0.004186242399268073
inner,-23.625000000000288,249.99999999999994,0.005898717280489869,0.02161958458201172,0.0030003620180097937
inner,-23.437500000000362,249.99999999999997,0.0031527374966914,0.01948628119806699,0.0017810420800959048
inner,-23.250000000000334,249.99999999999997,0.0002721733320808495,0.0173759256807707,0.000524653090587167
inner,-23.06250000000031,249.99999999999997,-0.0027546841298348025,0.015290078444029274,-0.0007723579737423606
inner,-22.875000000000384,250.0,-0.005939792545557559,0.013230527129914228,-0.0021134757680472613
inner,-22.687500000000306,250.0,-0.009295381276340244,0.011199285002758172,-0.00350212270877424
inner,-22.50000000000033,249.99999999999997,-0.012833971488575343,0.00919859056062031,-0.00494166333263481
inner,-22.312500000000405,249.99999999999997,-0.01656839355886876,0.007230908070695248,-0.006435407044380567
inner,-22.12500000000038,249.99999999999997,-0.020511801890378913,0.005298928761112834,-0.007986609375741836
inner,-21.93750000000035,249.99999999999997,-0.024677687179914247,0.003405572436528205,-0.009598471850976946
inner,-21.750000000000377,249.99999999999997,-0.029079886140668754,0.0015539892881640538,-0.011274140530471464
inner,-21.5625000000004,250.0,-0.03373258863008935,-0.00025243831325812713,-0.013016703282934527
inner,-21.375000000000377,250.0,-0.03865034208866041,-0.0020100942455313336,-0.014829185820758001
inner,-21.18750000000045,250.0,-0.04384805317441291,-0.00371512750242087,-0.016714546521051685
inner,-21.000000000000423,249.99999999999997,-0.04934098642517838,-0.005363451707778293,-0.018675670041419
inner,-20.812500000000398,250.00000000000003,-0.05514475975312684,-0.006950745493836973,-0.02071535973155778
inner,-20.625000000000473,249.99999999999997,-0.06127533654757086,-0.00847245396881278,-0.022836328835423428
inner,-20.437500000000448,250.0,-0.06774901413342857,-0.009923791514208156,-0.025041190471773188
inner,-20.25000000000042,250.00000000000003,-0.07458240830222658,-0.011299746157711722,-0.027332446378712308
inner,-20.062500000000444,250.00000000000003,-0.08179243360127667,-0.012595085773740272,-0.029712474404795915
