contact_method,contact_parameter_name,contact_parameter_value,mesh,success,nodes,elements,candidate_facets,active_facets,active_gauss_points,nonlinear_iterations,linear_iterations,max_penetration,minimum_signed_distance,contact_force_norm_n,contact_force_norm_kn,max_normal_multiplier,mean_normal_multiplier,contact_state_relative_update_norm,assembly_time_seconds,solve_time_seconds,total_time_seconds,matrix_nonzeros,min_radial_step,max_radial_step,min_angular_step,max_angular_step,min_outer_arc_step,max_outer_arc_step,min_aspect_ratio,max_aspect_ratio,linear_solver_backend
penalty,penalty_parameter,5000.00000000,contact_focused_coarse,true,11011,10800,74,70,0,10,19430,0.00049747,-0.00049747,227.81986546,0.22781987,0.00000000,0.00000000,0.00000000,0.08620690,10.95476920,11.10449550,388786,0.31876433,0.88872031,0.00164472,0.01352726,0.47880889,4.06807929,1.54707957,12.72420159,ConjugateGradient
penalty,penalty_parameter,10000.00000000,contact_focused_coarse,true,11011,10800,74,70,0,7,13303,0.00024874,-0.00024874,227.82832832,0.22782833,0.00000000,0.00000000,0.00000000,0.07526100,7.83085100,7.96605070,388786,0.31876433,0.88872031,0.00164472,0.01352726,0.47880889,4.06807929,1.54707957,12.72420159,ConjugateGradient
penalty,penalty_parameter,10.00000000,contact_focused_medium,true,43621,43200,160,156,0,4,0,0.24127979,-0.24128021,220.97257021,0.22097257,0.00000000,0.00000000,0.00000000,0.93700560,24.71847980,26.68315490,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
penalty,penalty_parameter,25.00000000,contact_focused_medium,true,43621,43200,160,154,0,5,0,0.09827417,-0.09827434,225.01808708,0.22501809,0.00000000,0.00000000,0.00000000,0.99168070,29.77759980,31.78911170,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
penalty,penalty_parameter,50.00000000,contact_focused_medium,true,43621,43200,160,154,0,6,0,0.04943764,-0.04943772,226.37709395,0.22637709,0.00000000,0.00000000,0.00000000,1.00043490,34.70458240,36.78991140,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
penalty,penalty_parameter,100.00000000,contact_focused_medium,true,43621,43200,160,154,0,7,0,0.02479483,-0.02479487,227.08733455,0.22708733,0.00000000,0.00000000,0.00000000,1.03653610,39.50774860,41.65280490,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
penalty,penalty_parameter,250.00000000,contact_focused_medium,true,43621,43200,160,154,0,8,0,0.00993623,-0.00993625,227.50472661,0.22750473,0.00000000,0.00000000,0.00000000,1.06562840,44.32986620,46.51288640,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
penalty,penalty_parameter,500.00000000,contact_focused_medium,true,43621,43200,160,154,0,8,0,0.00497116,-0.00497116,227.63233033,0.22763233,0.00000000,0.00000000,0.00000000,1.07847950,44.32599730,46.52314480,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
penalty,penalty_parameter,1000.00000000,contact_focused_medium,true,43621,43200,160,152,0,9,0,0.00248634,-0.00248635,227.70059534,0.22770060,0.00000000,0.00000000,0.00000000,1.09948060,49.60736300,51.89030940,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
penalty,penalty_parameter,2000.00000000,contact_focused_medium,true,43621,43200,160,152,0,9,0,0.00124336,-0.00124337,227.74060103,0.22774060,0.00000000,0.00000000,0.00000000,1.10534370,49.84724340,52.11725440,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
penalty,penalty_parameter,5000.00000000,contact_focused_medium,true,43621,43200,160,152,0,9,0,0.00049739,-0.00049739,227.76468762,0.22776469,0.00000000,0.00000000,0.00000000,1.08729490,50.20675650,52.43426240,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
penalty,penalty_parameter,10000.00000000,contact_focused_medium,true,43621,43200,160,152,0,10,0,0.00024870,-0.00024870,227.77273121,0.22777273,0.00000000,0.00000000,0.00000000,1.12216420,54.04434620,56.36644880,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
penalty,penalty_parameter,10.00000000,contact_focused_dense,true,77361,76800,222,216,0,5,0,0.24128134,-0.24128154,220.96955403,0.22096955,0.00000000,0.00000000,0.00000000,3.30111410,60.34758890,67.06053600,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
penalty,penalty_parameter,25.00000000,contact_focused_dense,true,77361,76800,222,214,0,6,0,0.09827409,-0.09827417,225.00516696,0.22500517,0.00000000,0.00000000,0.00000000,3.45732660,69.90834010,76.95459990,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
penalty,penalty_parameter,50.00000000,contact_focused_dense,true,77361,76800,222,214,0,6,0,0.04943778,-0.04943782,226.38205991,0.22638206,0.00000000,0.00000000,0.00000000,3.52817870,70.02897390,77.07724750,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
penalty,penalty_parameter,100.00000000,contact_focused_dense,true,77361,76800,222,214,0,8,0,0.02479472,-0.02479474,227.07036525,0.22707037,0.00000000,0.00000000,0.00000000,3.68012070,90.18135490,97.52981630,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
penalty,penalty_parameter,250.00000000,contact_focused_dense,true,77361,76800,222,214,0,8,0,0.00993621,-0.00993621,227.49623343,0.22749623,0.00000000,0.00000000,0.00000000,3.61349940,90.97094210,98.26689750,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
penalty,penalty_parameter,500.00000000,contact_focused_dense,true,77361,76800,222,214,0,9,0,0.00497115,-0.00497116,227.63230589,0.22763231,0.00000000,0.00000000,0.00000000,3.76530970,101.06364260,108.57374910,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
penalty,penalty_parameter,1000.00000000,contact_focused_dense,true,77361,76800,222,214,0,9,0,0.00248634,-0.00248634,227.69302699,0.22769303,0.00000000,0.00000000,0.00000000,3.76632760,101.37129560,108.93795660,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
penalty,penalty_parameter,2000.00000000,contact_focused_dense,true,77361,76800,222,212,0,11,0,0.00124336,-0.00124336,227.72922162,0.22772922,0.00000000,0.00000000,0.00000000,3.92312890,121.57044760,129.47499200,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
penalty,penalty_parameter,5000.00000000,contact_focused_dense,true,77361,76800,222,212,0,11,0,0.00049739,-0.00049739,227.75340152,0.22775340,0.00000000,0.00000000,0.00000000,3.96795960,121.47422660,129.43963160,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
penalty,penalty_parameter,10000.00000000,contact_focused_dense,true,77361,76800,222,212,0,11,0,0.00024870,-0.00024870,227.76148415,0.22776148,0.00000000,0.00000000,0.00000000,3.97667660,121.78313480,129.70160380,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
penalty,penalty_parameter,10.00000000,contact_focused_heavy,true,120701,120000,286,278,0,5,0,0.24128309,-0.24128320,220.95627114,0.22095627,0.00000000,0.00000000,0.00000000,7.91978880,99.13335380,115.23344840,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
penalty,penalty_parameter,25.00000000,contact_focused_heavy,true,120701,120000,286,278,0,6,0,0.09827489,-0.09827493,225.00148469,0.22500148,0.00000000,0.00000000,0.00000000,8.03826850,115.65630380,131.92410870,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
penalty,penalty_parameter,50.00000000,contact_focused_heavy,true,120701,120000,286,278,0,6,0,0.04943826,-0.04943828,226.38598876,0.22638599,0.00000000,0.00000000,0.00000000,7.99920950,115.96809430,132.40495580,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
penalty,penalty_parameter,100.00000000,contact_focused_heavy,true,120701,120000,286,276,0,8,0,0.02479497,-0.02479498,227.07789627,0.22707790,0.00000000,0.00000000,0.00000000,8.29542670,148.38951000,165.40713520,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
penalty,penalty_parameter,250.00000000,contact_focused_heavy,true,120701,120000,286,276,0,9,0,0.00993631,-0.00993632,227.50594998,0.22750595,0.00000000,0.00000000,0.00000000,8.49111940,164.74343570,182.12270450,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
penalty,penalty_parameter,500.00000000,contact_focused_heavy,true,120701,120000,286,276,0,9,0,0.00497122,-0.00497122,227.64751923,0.22764752,0.00000000,0.00000000,0.00000000,8.54258720,165.32144410,182.64988500,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
penalty,penalty_parameter,1000.00000000,contact_focused_heavy,true,120701,120000,286,276,0,10,0,0.00248637,-0.00248637,227.71782514,0.22771783,0.00000000,0.00000000,0.00000000,8.64334330,182.57895270,200.25247090,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
penalty,penalty_parameter,2000.00000000,contact_focused_heavy,true,120701,120000,286,276,0,11,0,0.00124338,-0.00124338,227.75279625,0.22775280,0.00000000,0.00000000,0.00000000,8.76666720,198.15197740,216.14698550,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
penalty,penalty_parameter,5000.00000000,contact_focused_heavy,true,120701,120000,286,276,0,12,0,0.00049740,-0.00049740,227.77370423,0.22777370,0.00000000,0.00000000,0.00000000,8.89394490,213.94203450,232.27744970,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
penalty,penalty_parameter,10000.00000000,contact_focused_heavy,true,120701,120000,286,276,0,12,0,0.00024871,-0.00024871,227.78065930,0.22778066,0.00000000,0.00000000,0.00000000,8.81028630,214.80125080,233.08763300,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
