case_name,contact_method,contact_parameter_name,contact_parameter_value,mesh_label,group_label,contact_patch_length,max_average_pressure_mpa,mean_active_pressure_mpa,total_normal_force_kn,center_of_pressure_arc
augmented_lagrangian_contact_focused_medium_augmentation_scaling_factor_2,augmented_lagrangian,augmentation_scaling_factor,2.0,контактно-ориентированная средняя,Расширенный метод Лагранжа / контактно-ориентированная средняя,113.89556870819028,2.4874221605175664,2.0013816224450385,0.22794849809049822,-6.128431095930864e-12
penalty_contact_focused_medium_penalty_parameter_500,penalty,penalty_parameter,500.0,контактно-ориентированная средняя,Штрафной метод / контактно-ориентированная средняя,113.89556870819028,2.4857238084763367,2.0000660143774494,0.2277986561614431,5.8619775700208265e-12
