contact_method,contact_parameter_name,contact_parameter_value,mesh,success,nodes,elements,candidate_facets,active_facets,active_gauss_points,nonlinear_iterations,linear_iterations,max_penetration,minimum_signed_distance,contact_force_norm_n,contact_force_norm_kn,max_normal_multiplier,mean_normal_multiplier,contact_state_relative_update_norm,assembly_time_seconds,solve_time_seconds,total_time_seconds,matrix_nonzeros,min_radial_step,max_radial_step,min_angular_step,max_angular_step,min_outer_arc_step,max_outer_arc_step,min_aspect_ratio,max_aspect_ratio,linear_solver_backend
augmented_lagrangian,augmentation_parameter,1000.00000000,contact_focused_medium,true,43621,43200,160,152,304,7,0,0.00000000,-0.00000000,227.78078244,0.22778078,2.48711546,2.29958703,0.00000003,1.42861040,99.94103900,103.12559240,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
augmented_lagrangian,augmentation_parameter,2000.00000000,contact_focused_medium,true,43621,43200,160,152,304,6,0,0.00000000,-0.00000000,227.78078244,0.22778078,2.48711546,2.29958703,0.00000001,1.35679170,90.31141450,93.27954480,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
augmented_lagrangian,augmentation_parameter,5000.00000000,contact_focused_medium,true,43621,43200,160,152,304,5,0,0.00000000,-0.00000000,227.78078244,0.22778078,2.48711546,2.29958703,0.00000000,1.31080020,79.86942070,82.69411740,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
augmented_lagrangian,augmentation_parameter,10000.00000000,contact_focused_medium,true,43621,43200,160,152,304,4,0,0.00000000,-0.00000000,227.78078246,0.22778078,2.48711546,2.29958703,0.00000001,1.33362090,79.98346950,82.78181200,1555186,0.14580631,0.50921518,0.00070305,0.00757401,0.20690641,2.27572055,1.44619027,15.57993042,PardisoLDLT
augmented_lagrangian,augmentation_parameter,10.00000000,contact_focused_dense,false,77361,76800,222,214,426,80,0,0.00074750,inf,227.76363789,0.22776364,2.48710166,2.30473020,0.00028732,16.64850170,1667.63390800,1709.80806750,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
augmented_lagrangian,augmentation_parameter,25.00000000,contact_focused_dense,false,77361,76800,222,212,424,80,0,0.00000017,inf,227.76957716,0.22776958,2.48710598,2.31561874,0.00000029,16.66830650,1672.12431480,1714.40799160,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
augmented_lagrangian,augmentation_parameter,50.00000000,contact_focused_dense,true,77361,76800,222,212,424,69,0,0.00000001,-0.00000001,227.76957876,0.22776958,2.48710598,2.31561874,0.00000004,12.46438330,1207.40666950,1242.49582910,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
augmented_lagrangian,augmentation_parameter,100.00000000,contact_focused_dense,true,77361,76800,222,212,424,48,0,0.00000000,-0.00000001,227.76957876,0.22776958,2.48710598,2.31561874,0.00000004,9.28514850,809.40642240,835.14295860,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
augmented_lagrangian,augmentation_parameter,250.00000000,contact_focused_dense,true,77361,76800,222,212,424,28,0,0.00000000,-0.00000000,227.76957876,0.22776958,2.48710598,2.31561874,0.00000004,6.66518300,486.03488880,503.63985240,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
augmented_lagrangian,augmentation_parameter,500.00000000,contact_focused_dense,true,77361,76800,222,212,424,18,0,0.00000000,-0.00000000,227.76957876,0.22776958,2.48710598,2.31561874,0.00000004,5.67323750,343.86429830,358.05752880,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
augmented_lagrangian,augmentation_parameter,1000.00000000,contact_focused_dense,true,77361,76800,222,212,424,12,0,0.00000000,-0.00000000,227.76957876,0.22776958,2.48710598,2.31561874,0.00000003,5.26353130,273.73129810,285.85629940,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
augmented_lagrangian,augmentation_parameter,2000.00000000,contact_focused_dense,true,77361,76800,222,212,424,8,0,0.00000000,-0.00000000,227.76957876,0.22776958,2.48710598,2.31561874,0.00000004,4.82279800,233.76285700,244.63230640,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
augmented_lagrangian,augmentation_parameter,5000.00000000,contact_focused_dense,true,77361,76800,222,212,424,6,0,0.00000000,-0.00000000,227.76957876,0.22776958,2.48710598,2.31561874,0.00000001,4.73169890,202.45999160,212.69072450,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
augmented_lagrangian,augmentation_parameter,10000.00000000,contact_focused_dense,true,77361,76800,222,212,424,5,0,0.00000000,-0.00000000,227.76957876,0.22776958,2.48710598,2.31561874,0.00000001,4.47985890,183.49272610,193.13887070,2764786,0.10433160,0.41663770,0.00048288,0.00616436,0.14245893,1.85179895,1.38824065,17.72220204,PardisoLDLT
augmented_lagrangian,augmentation_parameter,10.00000000,contact_focused_heavy,false,120701,120000,286,276,552,80,0,0.00000829,inf,227.78770604,0.22778771,2.48713867,2.31962239,0.00000449,38.52891020,4083.87513080,4180.38186560,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
augmented_lagrangian,augmentation_parameter,25.00000000,contact_focused_heavy,false,120701,120000,286,276,552,80,0,0.00000003,inf,227.78760701,0.22778761,2.48713859,2.31962210,0.00000009,44.24285690,4330.49850040,4436.29406690,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
augmented_lagrangian,augmentation_parameter,50.00000000,contact_focused_heavy,false,120701,120000,286,276,552,80,0,0.00000001,inf,227.78760663,0.22778761,2.48713859,2.31962210,0.00000005,38.90467170,3668.44621490,3763.28247960,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
augmented_lagrangian,augmentation_parameter,100.00000000,contact_focused_heavy,true,120701,120000,286,276,552,65,0,0.00000000,-0.00000000,227.78760663,0.22778761,2.48713859,2.31962210,0.00000004,32.36392550,2807.04333390,2895.62192010,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
augmented_lagrangian,augmentation_parameter,250.00000000,contact_focused_heavy,true,120701,120000,286,276,552,36,0,0.00000000,-0.00000000,227.78760663,0.22778761,2.48713859,2.31962210,0.00000004,23.89284020,1672.37817330,1733.25288150,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
augmented_lagrangian,augmentation_parameter,500.00000000,contact_focused_heavy,true,120701,120000,286,276,552,23,0,0.00000000,-0.00000000,227.78760663,0.22778761,2.48713859,2.31962210,0.00000003,20.08838750,1165.44879460,1213.98096040,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
augmented_lagrangian,augmentation_parameter,1000.00000000,contact_focused_heavy,true,120701,120000,286,276,552,15,0,0.00000000,-0.00000000,227.78760663,0.22778761,2.48713859,2.31962210,0.00000003,18.15469980,895.19166330,936.93781470,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
augmented_lagrangian,augmentation_parameter,2000.00000000,contact_focused_heavy,true,120701,120000,286,276,552,10,0,0.00000000,-0.00000000,227.78760663,0.22778761,2.48713859,2.31962210,0.00000003,16.93206050,744.20157330,781.73539060,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
augmented_lagrangian,augmentation_parameter,5000.00000000,contact_focused_heavy,true,120701,120000,286,276,552,6,0,0.00000000,-0.00000000,227.78760663,0.22778761,2.48713859,2.31962210,0.00000003,16.07687170,627.35111580,661.67829340,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
augmented_lagrangian,augmentation_parameter,10000.00000000,contact_focused_heavy,true,120701,120000,286,276,552,5,0,0.00000000,-0.00000000,227.78760663,0.22778761,2.48713859,2.31962210,0.00000001,15.60836190,567.48395670,600.52364180,4319986,0.08034919,0.36108906,0.00036046,0.00531831,0.10650363,1.59744600,1.34566356,19.85431294,PardisoLDLT
