mesh_label,contact_parameter_value,penalty_case_name,al_case_name,penalty_max_penetration,al_max_penetration,penalty_total_time_seconds,al_total_time_seconds,penalty_total_normal_force_kn,al_total_normal_force_kn,penalty_contact_patch_length,al_contact_patch_length
contact focused dense,100.0,penalty_contact_focused_dense_penalty_parameter_100,augmented_lagrangian_contact_focused_dense_augmentation_parameter_100,0.024794715233781517,3.5427092370809987e-09,102.8393891,878.4759145,0.22707036525045404,0.22776957876013393,116.01666882123949,114.16487287753353
contact focused dense,500.0,penalty_contact_focused_dense_penalty_parameter_500,augmented_lagrangian_contact_focused_dense_augmentation_parameter_500,0.004971154816018952,6.809273145336192e-10,113.5929007,378.13671880000004,0.22763230588965308,0.2277695787605198,116.01666882123949,114.16487287753353
contact focused dense,2000.0,penalty_contact_focused_dense_penalty_parameter_2000,augmented_lagrangian_contact_focused_dense_augmentation_parameter_2000,0.001243359570651137,1.5234036254696548e-10,135.1400041,250.36269940000003,0.22772922161470524,0.2277695787597119,114.16487287753353,114.16487287753353
contact focused heavy,100.0,penalty_contact_focused_heavy_penalty_parameter_100,augmented_lagrangian_contact_focused_heavy_augmentation_parameter_100,0.024794973297616707,2.8587692213477567e-09,169.73891410000002,1590.0574640000002,0.22707789626554084,0.22778760662885078,116.0758824142727,116.0758824142727
contact focused heavy,500.0,penalty_contact_focused_heavy_penalty_parameter_500,augmented_lagrangian_contact_focused_heavy_augmentation_parameter_500,0.004971216445255777,5.307470019033644e-10,189.15277970000002,666.4279339000001,0.22764751923178467,0.22778760662962488,116.0758824142727,116.0758824142727
contact focused heavy,2000.0,penalty_contact_focused_heavy_penalty_parameter_2000,augmented_lagrangian_contact_focused_heavy_augmentation_parameter_2000,0.001243377995820083,1.0646772352629341e-10,225.67078840000002,430.6122288,0.22775279625385478,0.2277876066296762,116.0758824142727,116.0758824142727
contact focused medium,100.0,penalty_contact_focused_medium_penalty_parameter_100,augmented_lagrangian_contact_focused_medium_augmentation_parameter_100,0.02479482957841128,3.548279892129358e-09,43.3838826,257.0090151,0.22708733454631366,0.22778078243349859,116.17140987081912,113.89569484801537
contact focused medium,500.0,penalty_contact_focused_medium_penalty_parameter_500,augmented_lagrangian_contact_focused_medium_augmentation_parameter_500,0.004971156038777735,5.834976946061943e-10,48.405027000000004,131.3130508,0.2276323303272107,0.22778078243569103,116.17140987081912,113.89569484801537
contact focused medium,2000.0,penalty_contact_focused_medium_penalty_parameter_2000,augmented_lagrangian_contact_focused_medium_augmentation_parameter_2000,0.0012433643178155762,4.376943252282217e-11,53.631304,115.0545216,0.22774060103014968,0.22778078243740002,113.89569484801537,113.89569484801537
