contour,relative_angle_deg,radius_мм,sigma_rr_mpa,sigma_tt_mpa,tau_rt_mpa
inner,-30.000000000000068,249.99999999999994,0.3357970777350658,0.20203766423285288,0.15608088552002874
inner,-29.850000000000026,249.99999999999997,0.2600319830944059,0.1758370053563061,0.13256534065432438
inner,-29.700000000000088,249.99999999999997,0.16364409923313994,0.14395468618140136,0.0969371244481281
inner,-29.550000000000043,249.99999999999997,0.13234134612896653,0.1324274774887246,0.07770970446066978
inner,-29.400000000000105,249.99999999999997,0.11426008917150504,0.12294845943537011,0.06647416607210821
inner,-29.250000000000064,249.99999999999994,0.1023624865344118,0.11539548258141807,0.058922914661197145
inner,-29.100000000000122,249.99999999999994,0.09353394009471884,0.10906502340300817,0.053347647863408454
inner,-28.95000000000008,249.99999999999997,0.08656455698808008,0.10366304710159076,0.048954702014144175
inner,-28.800000000000143,249.99999999999994,0.08081347162336265,0.0989575639565957,0.04534089367083646
inner,-28.6500000000001,249.99999999999997,0.07592157215883691,0.09478790257837262,0.04227663896676691
inner,-28.50000000000006,249.99999999999997,0.07166511023356888,0.0910354454419373,0.03961988506451409
inner,-28.35000000000012,249.99999999999997,0.06789647202097772,0.08761237984933663,0.03727659063984867
inner,-28.200000000000077,249.99999999999994,0.06451293489012301,0.08445247888538503,0.03518126710871422
inner,-28.05000000000014,249.99999999999997,0.061440072734066195,0.08150515347895353,0.03328644087181382
inner,-27.900000000000098,249.99999999999994,0.058622075486037394,0.07873124627712594,0.031556560873358876
inner,-27.750000000000156,249.99999999999997,0.05601586809856418,0.07610009247092071,0.0299642680517684
inner,-27.600000000000115,249.99999999999997,0.05358736212845604,0.07358741949677185,0.028488008995412963
inner,-27.450000000000177,249.99999999999997,0.05130898148598142,0.07117382903323076,0.02711045303398446
inner,-27.300000000000132,249.99999999999997,0.049157976390677066,0.06884368387463334,0.025817410284553192
inner,-27.150000000000194,249.99999999999997,0.04711524322652125,0.06658428134351843,0.024597072807741857
inner,-27.000000000000153,249.99999999999994,0.04516447869532035,0.06438523200689802,0.023439470299799127
inner,-26.85000000000021,249.99999999999997,0.04329156076890109,0.062237987492227545,0.02233607182945469
inner,-26.70000000000017,249.99999999999994,0.0414840870658245,0.060135477931997264,0.021279489203337713
inner,-26.55000000000023,249.99999999999997,0.03973102474133249,0.05807183096693644,0.020263252449502864
inner,-26.40000000000019,249.99999999999994,0.0380224408201187,0.0560421520913014,0.019281637392879733
inner,-26.25000000000025,249.99999999999994,0.03634929152783735,0.05404235161772403,0.01832953146477064
inner,-26.100000000000207,249.99999999999997,0.03470325553096676,0.05206900739808232,0.017402327991419823
inner,-25.950000000000166,249.99999999999994,0.0330766003127832,0.05011925521955143,0.016495841985398517
inner,-25.800000000000228,249.99999999999994,0.031462073875046584,0.04819070080137133,0.015606242377832938
inner,-25.650000000000187,249.99999999999994,0.029852816014289896,0.046281348773167974,0.014729996968263223
inner,-25.500000000000245,249.99999999999994,0.02824228489174164,0.04438954509815292,0.013863827320909121
inner,-25.350000000000204,249.99999999999994,0.026624195689343308,0.04251393022897738,0.013004671520520381
inner,-25.200000000000266,249.99999999999997,0.024992468886991196,0.04065340086066915,0.012149653199981755
inner,-25.050000000000225,249.99999999999997,0.02334118628287499,0.038807078623991506,0.01129605561969386
inner,-24.900000000000283,249.99999999999997,0.02166455330185209,0.036974284420227835,0.010441299850299585
inner,-24.75000000000024,249.99999999999994,0.019956866436699923,0.0351545173477893,0.009582926318018204
inner,-24.600000000000303,249.99999999999994,0.018212484926990298,0.03334743739506221,0.00871857912835358
inner,-24.45000000000026,249.99999999999997,0.016425805961500804,0.03155285123569972,0.007845992703527906
inner,-24.30000000000032,249.99999999999997,0.014591242830592734,0.02977070058874293,0.006962980362014762
inner,-24.15000000000028,249.99999999999994,0.012703205568804641,0.028001052707241885,0.006067424540338798
inner,-24.000000000000288,249.99999999999997,0.010756083719122183,0.026244092643994868,0.005157268413590544
inner,-23.850000000000296,249.99999999999994,0.008744230914428807,0.024500116997650805,0.004230508718523845
inner,-23.70000000000031,249.99999999999997,0.006661951034020726,0.02276952890028335,0.0032851896164237575
inner,-23.550000000000317,249.99999999999997,0.00450348573865341,0.021052834051977255,0.0023193974619158987
inner,-23.400000000000276,249.99999999999997,0.00226300321608007,0.019350637625505006,0.0013312563703674566
inner,-23.250000000000334,249.99999999999997,-6.541198732386028e-05,0.017663641908796206,0.0003189244912255827
inner,-23.100000000000293,249.99999999999997,-0.002487768156753361,0.015992644567063,-0.0007194090875742307
inner,-22.950000000000355,249.99999999999997,-0.0050101747079394285,0.014338537416258687,-0.001785526864848625
inner,-22.800000000000313,250.0,-0.007638849658422214,0.012702305624179261,-0.0028811849345050304
inner,-22.65000000000037,249.99999999999997,-0.010380126326492977,0.011085027257390235,-0.0040081145180899235
inner,-22.50000000000033,249.99999999999997,-0.013240459288524138,0.009487873112984034,-0.005168023057674921
inner,-22.35000000000034,249.99999999999997,-0.01622642962894755,0.007912106764206932,-0.006362594897185521
inner,-22.20000000000035,249.99999999999997,-0.01934474949443866,0.006359084766524063,-0.007593491575112651
inner,-22.05000000000036,249.99999999999997,-0.0226022659548445,0.004830256978413457,-0.00886235174854957
inner,-21.900000000000368,250.0,-0.026005964179010313,0.003327166934407259,-0.010170790762678508
inner,-21.750000000000377,249.99999999999997,-0.029562969908730714,0.0018514522291003433,-0.011520399877036808
inner,-21.600000000000385,249.99999999999994,-0.033280551215155454,0.0004048448656795351,-0.012912745157155927
inner,-21.450000000000447,249.99999999999997,-0.037166119513273976,-0.001010828476149847,-0.014349366038069359
inner,-21.300000000000406,250.0,-0.041227229809326284,-0.002393646303989624,-0.015831773563237492
inner,-21.150000000000464,250.0,-0.04547158014453866,-0.003741592353947462,-0.017361448301427204
inner,-21.000000000000423,249.99999999999997,-0.04990701018886023,-0.005052555849833206,-0.01893983794221698
inner,-20.850000000000485,249.99999999999997,-0.054541498946308505,-0.006324332037517796,-0.020568354569567633
inner,-20.70000000000039,250.0,-0.05938316151703383,-0.007554623040157631,-0.022248371612535806
inner,-20.550000000000402,250.00000000000003,-0.0644402448625769,-0.00874103908556619,-0.023981220471067707
inner,-20.40000000000046,250.0,-0.0697211225142553,-0.009881100159060841,-0.02576818681408004
inner,-20.25000000000042,250.00000000000003,-0.07523428816026863,-0.010972238132022446,-0.027610506548708235
inner,-20.100000000000428,250.00000000000003,-0.08098834805000708,-0.012011799425148502,-0.029509361458467664
inner,-19.95000000000044,249.99999999999997,-0.08699201214422721,-0.01299704826299228,-0.03146587450769957
inner,-19.800000000000498,250.0,-0.09325408393737014,-0.013925170571088554,-0.0334811048126485
inner,-19.650000000000457,250.0,-0.09978344888361462,-0.014793278575208818,-0.035556042279432494
inner,-19.500000000000465,250.00000000000003,-0.1065890613529658,-0.015598416161106361,-0.03769160191035874
inner,-19.350000000000477,250.0,-0.11367993004143546,-0.01633756505018998,-0.039888617781194416
inner,-19.200000000000486,250.00000000000003,-0.12106510175992191,-0.01700765184262159,-0.042147836694556774
inner,-19.050000000000495,250.00000000000006,-0.12875364352879537,-0.01760555597973872,-0.04446991151598535
inner,-18.900000000000503,250.00000000000003,-0.1367546229151789,-0.018128118675806406,-0.046855394204424076
inner,-18.75000000000051,250.0,-0.14507708655192714,-0.018572152837782636,-0.049304728556583195
inner,-18.600000000000524,250.00000000000003,-0.15373003682204384,-0.018934453981023416,-0.05181824269815462
inner,-18.450000000000532,250.00000000000003,-0.16272240675585964,-0.019211812030120578,-0.054396141405902446
