arc_coordinate,relative_angle_deg,active,facet_length,active_length,average_penetration,maximum_penetration,integrated_normal_force_kn,average_pressure_mpa
-63.57259296741358,-12.14147089911952,0,5.667009051581716,0.0,0.0,0.0,0.0,0.0
-57.90549974497053,-11.059135819942252,0,5.667008871780527,0.0,0.0,0.0,0.0,0.0
-52.23840971034708,-9.976801349593682,1,5.667002676227168,5.667002676227168,6.133973329269793e-10,1.2267946658539586e-09,0.008881571592250862,1.5672432323896146
-46.571396351787,-8.894481523294514,1,5.666855526493363,5.666855526493363,8.555502972740214e-10,1.7111005945480429e-09,0.008074364775368034,1.4248404141625315
-40.90565813074383,-7.812405230322072,1,5.66445251489731,5.66445251489731,8.415668162342627e-10,1.6831336324685253e-09,0.010190049677426684,1.7989469680657066
-35.25442842708255,-6.733099860059545,1,5.637839779353495,5.637839779353495,1.0691394436435075e-09,2.138278887287015e-09,0.011128931340304139,1.9739708427081837
-29.70970923894649,-5.674136499841543,1,5.45144062458352,5.45144062458352,1.0244605164189124e-09,2.048921032837825e-09,0.011692277615796325,2.144805093000457
-24.597871845828134,-4.697847472565414,1,4.772108841520981,4.772108841520981,1.6627836885163563e-09,3.325567377032712e-09,0.010667604838836947,2.235406859546174
-20.377955804874848,-3.8919028757448175,1,3.6676500851827285,3.6676500851827285,1.3735359516431345e-09,2.747071903286269e-09,0.008383423135942316,2.2857750715672864
-17.182336250823838,-3.2815844978228137,1,2.7235568286210583,2.7235568286210583,2.986496383527992e-09,5.972992767055985e-09,0.006348793509538051,2.3310670233939845
-14.76579679413108,-2.8200594581717073,1,2.1095083855509627,2.1095083855509627,2.6646205242286673e-09,5.329241048457334e-09,0.005001965416632535,2.3711521845058314
-12.85035616869612,-2.4542372456873007,1,1.7213661579020056,1.7213661579020056,2.6238922146148976e-09,5.247784429229796e-09,0.004132264532278463,2.4005726575424546
-11.256562761653743,-2.1498451268896197,1,1.466216835502061,1.466216835502061,2.874685378628783e-09,5.749370757257566e-09,0.003551115344645705,2.4219578296069244
-9.87882612697879,-1.8867168120648459,1,1.2892539824398586,1.2892539824398586,1.124959680964821e-09,2.249919361929642e-09,0.0031429108423148403,2.437774779153301
-8.652965209583918,-1.6525946226089745,1,1.1624661329768256,1.1624661329768256,1.5391208307846682e-09,3.0782416615693364e-09,0.0028478761998140057,2.4498573498405563
-7.537701380598616,-1.4395949211274484,1,1.0680602336653493,1.0680602336653493,5.063895969215082e-10,1.0127791938430164e-09,0.0026266388196802917,2.4592609451119074
-6.505346763330699,-1.2424297126931316,1,0.9966479784755181,0.9966479784755181,1.1167458069394343e-09,1.6132162272697315e-09,0.0024584880961777437,2.4667567177914407
-5.5360084116756525,-1.0572997244597908,1,0.9420278794866835,0.9420278794866835,1.025341589411255e-09,1.4690613170387223e-09,0.002329397255365753,2.4727476819847993
-4.614998764199729,-0.8813998388224503,1,0.8999906909514689,0.8999906909514689,1.2045404673699522e-09,1.5447767509613186e-09,0.0022297659529657413,2.4775433517078227
-3.7310256916752493,-0.7125734179595685,1,0.8679548138895223,0.8679548138895223,5.738343133998569e-11,1.1476686267997138e-10,0.0021536834660617478,2.481331322319136
-2.8751402119050695,-0.5491113321683655,1,0.8438155647764926,0.8438155647764926,0.0,0.0,0.0020962475832568663,2.4842485381412875
-2.0397950668983533,-0.38957216134960354,1,0.8268741853438145,0.8268741853438145,0.0,0.0,0.0020559226289157987,2.4863790227783515
-1.2184304692029357,-0.2327030783849095,1,0.815854496898602,0.815854496898602,0.0,0.0,0.0020296571300236895,2.487768514777144
-0.40525154752426573,-0.07739734438095244,1,0.8105028485515244,0.8105028485515244,0.0,0.0,0.002016902389812942,2.4884581138948647
0.40525154752346637,0.07739734438079977,1,0.8105028485515244,0.8105028485515244,0.0,0.0,0.002016902385203463,2.4884581082076807
1.2184304692024028,0.23270307838480772,1,0.8158544968986022,0.8158544968986022,0.0,0.0,0.002029657162300198,2.487768554338743
2.039795066897554,0.3895721613494509,1,0.8268741853435478,0.8268741853435478,9.416112334292848e-11,1.8832224668585695e-10,0.0020559226818339126,2.4863790867769353
2.87514021190427,0.5491113321682128,1,0.8438155647764924,0.8438155647764924,0.0,0.0,0.002096247596326228,2.4842485536296977
3.73102569167445,0.7125734179594159,1,0.8679548138895223,0.8679548138895223,0.0,0.0,0.002153683438445072,2.4813312905010325
4.614998764198663,0.8813998388222467,1,0.8999906909514689,0.8999906909514689,0.0,0.0,0.0022297658669797335,2.4775432561668254
5.536008411674853,1.0572997244596383,1,0.9420278794866835,0.9420278794866835,0.0,0.0,0.002329397125298792,2.472747543913556
6.505346763329634,1.242429712692928,1,0.996647978475519,0.996647978475519,2.6565771804598626e-10,5.313154360919725e-10,0.002458487963644002,2.4667565848119466
7.53770138059755,1.4395949211272447,1,1.0680602336650804,1.0680602336650804,1.5006662579253316e-11,3.001332515850663e-11,0.0026266386849972145,2.459260819011888
8.652965209582586,1.65259462260872,1,1.1624661329768253,1.1624661329768253,1.4104557521932293e-09,2.8209115043864585e-09,0.002847876086122557,2.449857252038612
9.878826126977724,1.8867168120646423,1,1.2892539824398639,1.2892539824398639,1.051660092343809e-09,2.103320184687618e-09,0.0031429107498504062,2.4377747074339595
11.256562761652411,2.1498451268893652,1,1.4662168355017893,1.4662168355017893,2.8287274744798196e-09,5.657454948959639e-09,0.003551115275935612,2.4219577827452103
12.850356168694521,2.454237245686995,1,1.7213661579017394,1.7213661579017394,2.5810038550844187e-09,5.162007710168837e-09,0.004132264524158857,2.400572652825872
14.76579679412895,2.8200594581713,1,2.1095083855504293,2.1095083855504293,2.260122755615157e-09,4.520245511230314e-09,0.005001965413183809,2.371152182871583
17.182336250821173,3.2815844978223048,1,2.7235568286202585,2.7235568286202585,2.6158772925555244e-09,5.231754585111048e-09,0.00634879350100194,2.3310670202604915
