contour,relative_angle_deg,radius_мм,sigma_rr_mpa,sigma_tt_mpa,tau_rt_mpa
inner,-30.000000000000068,249.99999999999994,-1.8866979212960109,-1.2316978664057512,-0.6997835904885964
inner,-29.250000000000064,249.99999999999994,-1.2666713300856653,-0.8369375753255288,-0.5611695764540984
inner,-28.50000000000006,249.99999999999997,-0.563942531183843,-0.4289398630803922,-0.39753803483628236
inner,-27.750000000000156,249.99999999999997,-0.4110937286069042,-0.3392654608005983,-0.36202395003358706
inner,-27.000000000000153,249.99999999999994,-0.28391575676734004,-0.2361227164834802,-0.3643629693048192
inner,-26.25000000000025,249.99999999999994,-0.20258565093366251,-0.1646815078089816,-0.3799664427920759
inner,-25.500000000000245,249.99999999999994,-0.13889141387982967,-0.10564541448492283,-0.4027527493448782
inner,-24.75000000000024,249.99999999999994,-0.08927923923811193,-0.057600037422040645,-0.43082931492374843
inner,-24.000000000000288,249.99999999999997,-0.049732166535820466,-0.017317841515090582,-0.4638816827943765
inner,-23.250000000000334,249.99999999999997,-0.01884894151861824,0.01653130495670893,-0.5021508838665173
inner,-22.50000000000033,249.99999999999997,0.0038431443122261544,0.044707673210904686,-0.5461290978129825
inner,-21.750000000000377,249.99999999999997,0.0178612966265852,0.06730857279897029,-0.5963709074008592
inner,-21.000000000000423,249.99999999999997,0.021905672227939543,0.08387625430383239,-0.6533347871838932
inner,-20.25000000000042,250.00000000000003,0.013929924124168935,0.0934128345573077,-0.7172036136713531
inner,-19.500000000000465,250.00000000000003,-0.008511016576229269,0.09455903207973942,-0.7877371907524096
inner,-18.75000000000051,250.0,-0.04772362616190862,0.08590187621879247,-0.864249860241362
inner,-18.000000000000508,250.00000000000003,-0.10556343904864685,0.0661558605925413,-0.9457063872766807
inner,-17.250000000000554,250.00000000000003,-0.18346898653846594,0.034120285255461624,-1.0308232970417146
inner,-16.5000000000006,250.00000000000003,-0.2825603088511291,-0.011420598931748516,-1.1181111433096962
inner,-15.7500000000007,250.00000000000003,-0.40364021847197,-0.07174623406877334,-1.2058800588208496
inner,-15.000000000000645,250.00000000000003,-0.5471386635048566,-0.1482079883062814,-1.292242617332
inner,-14.25000000000064,250.00000000000003,-0.7130486998894714,-0.24221381309000833,-1.3751266938367417
inner,-13.500000000000636,250.00000000000006,-0.900868644429408,-0.3551888831470108,-1.4522996885620567
inner,-12.750000000000632,250.00000000000003,-1.1095535030366874,-0.48850626592273516,-1.5214039295219806
inner,-12.000000000000627,250.00000000000003,-1.3374773534033597,-0.6433812121966809,-1.5800039896183462
inner,-11.250000000000675,250.00000000000003,-1.5824095766943307,-0.8207249164532724,-1.6256472174316172
inner,-10.50000000000067,250.00000000000003,-1.8415091814348474,-1.0209581329854815,-1.6559383762577031
inner,-9.750000000000563,250.00000000000003,-2.111342551092517,-1.2437922341946628,-1.6686278876942975
inner,-9.00000000000056,249.99999999999997,-2.387929410063737,-1.4879941322313746,-1.6617110094491707
inner,-8.250000000000556,249.99999999999994,-2.666820325003904,-1.751161307659955,-1.6335328744799842
inner,-7.500000000000552,249.99999999999997,-2.943207222084637,-2.029542549765307,-1.5828918032902497
inner,-6.750000000000547,249.99999999999997,-3.2120644659896858,-2.3179445749536693,-1.5091314464084569
inner,-6.000000000000543,249.99999999999997,-3.468314803794635,-2.609763120760046,-1.4122116078884113
inner,-5.250000000000538,249.99999999999997,-3.7070103931162333,-2.897165936319511,-1.2927482657379548
inner,-4.500000000000535,249.99999999999997,-3.923514239233436,-3.171433405936478,-1.1520161737532504
inner,-3.750000000000479,249.99999999999997,-4.113664665710223,-3.423435156912741,-0.9919121143518463
inner,-3.0000000000004747,250.00000000000003,-4.273904879259736,-3.6441937272201526,-0.8148827102127786
inner,-2.2500000000004707,250.00000000000003,-4.401362318599494,-3.8254674223432974,-0.6238266198291498
inner,-1.5000000000004665,250.00000000000006,-4.493871236790462,-3.9602824952478755,-0.4219851947349554
inner,-0.7500000000004622,250.0,-4.54994664133464,-4.043361959387256,-0.21283606588474005
inner,-4.579998741307465e-13,249.99999999999997,-4.568731440527511,-4.071425687251821,-7.610608083476984e-13
inner,0.7499999999995463,250.00000000000003,-4.549946641334993,-4.0433619593877275,0.21283606588324117
inner,1.4999999999995506,250.00000000000006,-4.493871236791123,-3.960282495248765,0.4219851947335049
inner,2.2499999999995546,250.00000000000003,-4.401362318600485,-3.825467422344602,0.623826619827766
inner,2.9999999999996096,250.0,-4.273904879261072,-3.6441937272218548,0.8148827102115012
inner,3.749999999999614,249.99999999999997,-4.113664665711912,-3.4234351569147985,0.9919121143507126
inner,4.499999999999618,250.0,-3.9235142392352857,-3.171433405938652,1.152016173752257
inner,5.2499999999996225,249.99999999999991,-3.7070103931182876,-2.897165936321822,1.2927482657371232
inner,5.999999999999627,249.99999999999997,-3.4683148037969493,-2.6097631207624903,1.4122116078877947
inner,6.749999999999631,249.99999999999997,-3.212064465992078,-2.3179445749560483,1.5091314464080432
inner,7.499999999999635,249.99999999999997,-2.943207222087183,-2.0295425497677004,1.5828918032900388
inner,8.249999999999691,250.00000000000003,-2.6668203250065385,-1.7511613076622128,1.6335328744800108
inner,8.999999999999694,250.0,-2.3879294100662145,-1.487994132233267,1.661711009449371
inner,9.749999999999698,249.99999999999997,-2.1113425510949906,-1.243792234196462,1.6686278876946388
inner,10.499999999999703,250.00000000000003,-1.8415091814373428,-1.020958132987239,1.6559383762582192
inner,11.249999999999707,250.00000000000003,-1.5824095766966795,-0.8207249164548147,1.625647217432286
inner,11.999999999999712,250.00000000000003,-1.3374773534055178,-0.6433812121979416,1.580003989619151
inner,12.749999999999716,250.00000000000003,-1.1095535030386485,-0.48850626592376073,1.5214039295228798
inner,13.49999999999972,250.00000000000003,-0.9008686444311932,-0.3551888831478948,1.4522996885630168
inner,14.249999999999725,250.00000000000003,-0.7130486998910462,-0.24221381309073953,1.375126693837755
inner,14.99999999999978,250.00000000000006,-0.5471386635062324,-0.14820798830688853,1.292242617333035
inner,15.749999999999783,250.00000000000003,-0.40364021847308906,-0.07174623406918634,1.2058800588218848
inner,16.499999999999787,250.00000000000006,-0.282560308852035,-0.011420598932037729,1.1181111433107156
inner,17.24999999999979,250.00000000000003,-0.1834689865392204,0.03412028525522398,1.030823297042692
inner,17.999999999999797,250.00000000000006,-0.10556343904918147,0.06615586059244893,0.9457063872776026
inner,18.7499999999998,250.00000000000003,-0.047723626162273214,0.08590187621880163,0.864249860242221
inner,19.499999999999805,250.00000000000003,-0.008511016576491282,0.09455903207976524,0.7877371907531922
inner,20.249999999999808,250.0,0.013929924124002513,0.09341283455735339,0.7172036136720614
inner,20.999999999999865,250.00000000000003,0.021905672227831297,0.08387625430388601,0.6533347871845467
inner,21.74999999999987,250.0,0.017861296626544954,0.06730857279906377,0.5963709074014536
inner,22.499999999999872,249.99999999999997,0.0038431443122292075,0.04470767321101654,0.5461290978135017
inner,23.249999999999876,249.99999999999997,-0.018848941518615353,0.016531304956790754,0.5021508838669706
inner,23.999999999999883,249.99999999999997,-0.049732166535829236,-0.017317841515039345,0.4638816827947895
inner,24.749999999999886,249.99999999999997,-0.08927923923812706,-0.05760003742200387,0.43082931492412313
inner,25.49999999999989,249.99999999999997,-0.1388914138798565,-0.10564541448490336,0.4027527493452063
inner,26.249999999999893,249.99999999999997,-0.20258565093371717,-0.16468150780899188,0.3799664427923725
inner,26.99999999999995,249.99999999999994,-0.28391575676745373,-0.23612271648355002,0.36436296930509215
inner,27.749999999999954,249.99999999999997,-0.41109372860707355,-0.33926546080071246,0.36202395003383625
inner,28.499999999999957,249.99999999999994,-0.5639425311841418,-0.42893986308061205,0.39753803483653066
inner,29.24999999999996,250.0,-1.2666713300864763,-0.8369375753260448,0.5611695764544327
inner,29.999999999999964,249.99999999999997,-1.886697921297228,-1.2316978664064895,0.6997835904890147
mid,-30.000000000000068,275.143816294743,-0.1339814529793123,-0.00046852000720209314,-0.03278116496275156
mid,-29.06411267527074,275.14381629474303,-0.14796111257761738,-0.0077922551135824435,-0.06560497021442968
mid,-28.128225350572247,275.14381629474303,-0.15770159982954282,-0.03058592239521851,-0.1289136392149553
mid,-27.192338026284226,275.143816294743,-0.13775310474677624,-0.06645157114616104,-0.18147103702408904
mid,-26.256450706715743,275.14381629474303,-0.10032037531030527,-0.10962957699117726,-0.220463825257602
mid,-25.320563434067715,275.143816294743,-0.054194844922378776,-0.15663042673062816,-0.24624438741249327
mid,-24.384676564707714,275.14381629474303,-0.005209549331274349,-0.20598843602904984,-0.2608374896606086
mid,-23.448792692790327,275.14381629474303,0.04293162502328693,-0.2577076106527725,-0.26691236767522625
mid,-22.51292805597242,275.143816294743,0.08777011802129495,-0.3126667618334622,-0.2672770681813176
mid,-21.57716989176225,275.14381629474303,0.1273496641052777,-0.3721471055042983,-0.2647347363566103
mid,-20.641918688640306,275.14381629474303,0.15968065275896998,-0.4375261389551287,-0.26214491912512433
mid,-19.708722384287572,275.14381629474303,0.18234192143613645,-0.5100490523986742,-0.2624727931065421
mid,-18.78243472519294,275.1438162947431,0.19194495601567035,-0.5904031883247659,-0.2685000050445342
mid,-17.874335566159726,275.14381629474303,0.18321966508566576,-0.6778225302457046,-0.28189014275930774
mid,-17.000948562843114,275.1438162947431,0.1501469550146768,-0.769608747372227,-0.3024619104029368
mid,-16.173809737839306,275.1438162947431,0.08974874696636365,-0.862265875160192,-0.32881791292627205
mid,-15.392208858881656,275.1438162947431,0.0029966575377093907,-0.9531799710824864,-0.3594903477116962
mid,-14.647939318196352,275.1438162947431,-0.10795516649097375,-1.0410814852818546,-0.3933997456942986
mid,-13.93200810725385,275.1438162947431,-0.24160473288358958,-1.1254779358367437,-0.42976748665562936
mid,-13.237231880881904,275.14381629474303,-0.39714568156252467,-1.206086265336049,-0.4679354045563246
mid,-12.558392421739551,275.1438162947431,-0.574088854103149,-1.28258794733211,-0.5072481509168751
mid,-11.891789795882511,275.1438162947431,-0.7719985805421661,-1.3545674281511282,-0.5469836214223562
mid,-11.234758210244332,275.1438162947431,-0.9903441095420386,-1.4215106332854672,-0.5862994654204683
mid,-10.585357543804054,275.1438162947431,-1.228386171559265,-1.4828259703801736,-0.6241828924689461
mid,-9.9421354319916,275.1438162947431,-1.4850585704660988,-1.5378851166716054,-0.6594109360916613
mid,-9.303986138634798,275.14381629474303,-1.7588407626483709,-1.5860876582863614,-0.6905322202270536
mid,-8.670046343199507,275.143816294743,-2.04762458128861,-1.6269478689111703,-0.7158835471738003
mid,-8.039634590341723,275.143816294743,-2.3485922769974468,-1.660196615440839,-0.7336519186495831
mid,-7.412192881883758,275.14381629474303,-2.658128087200455,-1.6858808198035968,-0.7419859443016104
mid,-6.7872696817488425,275.14381629474303,-2.971781605827219,-1.7044411441010874,-0.7391548035625607
mid,-6.164484572530929,275.14381629474303,-3.2843089216637846,-1.7167430124230876,-0.7237417457632143
mid,-5.543517250742259,275.14381629474303,-3.589811874721912,-1.724039301017548,-0.6948472570512215
mid,-4.924094791303689,275.14381629474303,-3.881982523235438,-1.7278526435172081,-0.6522664967471139
mid,-4.305975858651319,275.14381629474303,-4.154448546015738,-1.729780164049957,-0.5965956488332136
