arc_coordinate,relative_angle_deg,active,facet_length,active_length,average_penetration,maximum_penetration,integrated_normal_force_kn,average_pressure_mpa
-61.47976928055581,-11.741771017379659,0,4.068048114407862,0.0,0.0,0.0,0.0,0.0
-57.411690081976104,-10.964825121367728,0,4.068047946103444,0.0,0.0,0.0,0.0,0.0
-53.34361207472558,-10.187879452882909,1,4.068045731804572,4.068045731804572,2.8694557840935886e-10,5.738911568187177e-10,0.006581017254664874,1.6177343345020745
-49.275547181879276,-9.4109362890648,1,4.068021717898106,4.068021717898106,1.4904344425303864e-10,2.9808688850607723e-10,0.00512831588305863,1.2606412253148847
-45.20760138183606,-8.634015870296649,1,4.067807551672497,4.067807551672497,1.9039703147427642e-10,3.807940629485529e-10,0.006579656223194812,1.617494470821157
-41.140547674080885,-7.857265828605301,1,4.066237574312748,4.066237574312748,5.476863407238852e-11,1.0953726814477704e-10,0.007097081309311744,1.7453680901837743
-37.078976161854186,-7.081562809134776,1,4.056843411924047,4.056843411924047,8.230927051045e-11,1.646185410209e-10,0.007739848539746961,1.9078499596503207
-33.0446092062906,-6.311055477265321,1,4.011829693823537,4.011829693823537,1.503508428868372e-11,3.007016857736744e-11,0.008160870964636045,2.034201745203745
-29.11391621249182,-5.560348413577613,1,3.8494999899519318,3.8494999899519318,2.5721647034515627e-11,5.1443294069031253e-11,0.00821796503298585,2.134813626298637
-25.461226123289826,-4.862735993642485,1,3.455834670680971,3.455834670680971,4.320099833421409e-12,8.640199666842818e-12,0.007603747856147072,2.2002637801676883
-22.300617885168172,-4.259104284513652,1,2.865351806300564,2.865351806300564,6.934897101018578e-12,1.3869794202037156e-11,0.006436696673360809,2.246389661195281
-19.726006995329115,-3.7673898249263216,1,2.2838535668501136,2.2838535668501136,2.3305801732931286e-12,4.661160346586257e-12,0.005226387796423383,2.288407572308415
-17.667266488425692,-3.374199351065689,1,1.8336190777099293,1.8336190777099293,4.490630090003833e-12,7.44648787076585e-12,0.00426513822670038,2.326076489140405
-15.99405054552303,-3.054638645257939,1,1.5128083510809203,1.5128083510809203,0.0,0.0,0.0035645307067889054,2.3562341550018573
