radius_мм,relative_angle_deg,sigma_rr_mpa,sigma_tt_mpa,radial_displacement_мм
249.99999999999997,-4.579998741307465e-13,-2.460046486344593,0.2532408792002713,9.999999999999938
250.50921518418426,-4.579998741307465e-13,-2.4597759866366,0.25505934972075883,9.910825619098127
251.01816650968053,-4.579998741307465e-13,-2.459230181479438,0.25851610971286043,9.821604081718338
251.52659158313938,-4.579998741307465e-13,-2.458676902345137,0.2616160528970672,9.732392852566937
252.03423075285033,-4.579998741307465e-13,-2.4581202696458138,0.2643664342189586,9.64324865081795
252.54082844850714,-4.579998741307465e-13,-2.4575641050153942,0.2667748122531867,9.554227180932726
253.04613342517627,-4.579998741307465e-13,-2.457011942766863,0.2688490082497205,9.465383059033696
253.54990245532028,-4.579998741307465e-13,-2.4564670314873873,0.2705970734986804,9.3767691362406
254.05189910630986,-4.579998741307465e-13,-2.4559323362134275,0.2720272536760195,9.288436689240799
254.5518944790209,-4.579998741307465e-13,-2.4554105410351514,0.27314795548573206,9.200435270147107
255.04967096067796,-4.579998741307465e-13,-2.4549040527738155,0.27396771527362257,9.112812029257666
255.54502018941105,-4.579998741307465e-13,-2.4544150080303657,0.2744951645135087,9.02561206021982
256.0377429855442,-4.579998741307465e-13,-2.4539452808441258,0.2747389976639438,8.93887840289034
256.52765432524086,-4.579998741307465e-13,-2.4534964911405233,0.2747079418324791,8.852651162044612
257.01457949163677,-4.579998741307465e-13,-2.4530700161325507,0.2744107257221852,8.76696818262325
257.49835593970226,-4.579998741307465e-13,-2.4526670028634907,0.27385605179499456,8.681864722372117
257.9788312692256,-4.579998741307465e-13,-2.4522883801066877,0.2730525690490237,8.5973738121036
258.4558698271873,-4.579998741307465e-13,-2.451934871644302,0.27200884746167725,8.513525101219399
258.92934334382943,-4.579998741307465e-13,-2.451607010967341,0.27073335603456167,8.430346513239723
259.3991393303705,-4.579998741307465e-13,-2.4513051552489564,0.26923444146907516,8.34786278072748
259.8651543485281,-4.579998741307465e-13,-2.451029499854295,0.26752031135492793,8.266096640818624
260.3272970513723,-4.579998741307465e-13,-2.4507800924400436,0.2655990173774866,8.185068315229849
260.78548805204065,-4.579998741307465e-13,-2.450556846457945,0.263478437112448,8.104795549422706
261.2396597302506,-4.579998741307465e-13,-2.450359555424807,0.2611662663978456,8.025293663920449
